Order Date,Ship Date,Category,Sub-Category,Sales,Quantity,Discount,Profit,,Sales,Sum of Profit,,,,,,,,
19-01-2016,20-01-2016,Office Supplies,Envelopes,108.72,5,0.2,36.693,,22.24,2.502,,,,,,,,
20-01-2016,26-01-2016,Furniture,Furnishings,38.6,4,0,11.58,,22.288,3.9004,,,,,,,,
20-05-2016,22-05-2016,Furniture,Furnishings,139.86,7,0,60.1398,,22.32,5.301,,,,,,,,
20-01-2016,26-01-2016,Furniture,Chairs,1067.94,3,0,224.2674,,22.336,7.8176,,,,,,,,
16-12-2016,21-12-2016,Office Supplies,Binders,1.167,1,0.7,-0.8558,,22.38,10.7424,,,,,,,,
23-06-2016,28-06-2016,Technology,Accessories,86.376,3,0.2,1.0797,,22.428,-17.9424,,,,,,,,
25-11-2016,30-11-2016,Office Supplies,Labels,2.52,1,0.2,0.882,,22.5,10.8,,,,,,,,
20-05-2016,22-05-2016,Furniture,Furnishings,10.332,3,0.6,-5.9409,,22.55,8.7945,,,,,,,,
25-11-2016,30-11-2016,Office Supplies,Labels,5.904,2,0.2,1.9926,,22.58,5.8708,,,,,,,,
25-11-2016,30-11-2016,Office Supplies,Paper,15.696,3,0.2,5.1012,,22.66,9.7438,,,,,,,,
21-05-2016,23-05-2016,Furniture,Chairs,107.772,2,0.3,-29.2524,,22.72,7.384,,,,,,,,
25-05-2016,29-05-2016,Furniture,Furnishings,29.32,2,0.6,-24.189,,22.776,7.6869,,,,,,,,
26-04-2016,03-05-2016,Office Supplies,Binders,18.288,6,0.2,5.715,,22.83,10.7301,,,,,,,,
03-12-2016,06-12-2016,Office Supplies,Paper,25.92,4,0,12.4416,,22.92,11.0016,,,,,,,,
26-05-2016,30-05-2016,Furniture,Bookcases,290.666,2,0.15,27.3568,,22.96,20.8936,,,,,,,,
07-09-2016,12-09-2016,Office Supplies,Binders,42.81,3,0,20.1207,,22.96,15.1536,,,,,,,,
07-09-2016,12-09-2016,Office Supplies,Paper,12.96,2,0,6.2208,,22.98,6.894,,,,,,,,
26-05-2016,30-05-2016,Furniture,Chairs,225.296,2,0.2,22.5296,,23.1,10.626,,,,,,,,
07-09-2016,12-09-2016,Technology,Phones,104.85,3,0,28.3095,,23.34,10.9698,,,,,,,,
09-09-2016,12-09-2016,Office Supplies,Paper,166.44,3,0,79.8912,,23.472,21.4182,,,,,,,,
26-05-2016,31-05-2016,Furniture,Chairs,359.772,2,0.3,-5.1396,,23.68,8.88,,,,,,,,
09-09-2016,12-09-2016,Office Supplies,Paper,26.2,2,0,12.838,,23.744,8.3104,,,,,,,,
09-09-2016,12-09-2016,Office Supplies,Storage,1325.85,5,0,238.653,,23.84,3.278,,,,,,,,
21-06-2016,21-06-2016,Office Supplies,Binders,11.088,7,0.7,-8.1312,,23.88,10.5072,,,,,,,,
21-06-2016,21-06-2016,Office Supplies,Binders,25.164,2,0.7,-16.776,,23.92,15.7872,,,,,,,,
30-06-2016,02-07-2016,Office Supplies,Art,5.248,4,0.2,1.64,,23.968,7.7896,,,,,,,,
27-05-2016,27-05-2016,Furniture,Tables,567.12,10,0.2,-28.356,,23.976,-12.5874,,,,,,,,
18-03-2016,23-03-2016,Technology,Machines,821.3,4,0.5,-16.426,,23.988,-13.993,,,,,,,,
18-03-2016,23-03-2016,Technology,Machines,22638.48,6,0.5,-1811.0784,,23.99,5.5177,,,,,,,,
18-03-2016,23-03-2016,Office Supplies,Paper,21.376,4,0.2,7.4816,,24.424,7.9378,,,,,,,,
18-03-2016,23-03-2016,Office Supplies,Art,8.016,3,0.2,1.002,,24.56,25.2968,,,,,,,,
30-05-2016,05-06-2016,Furniture,Tables,355.455,3,0.5,-184.8366,,24.588,-38.1114,,,,,,,,
18-03-2016,23-03-2016,Office Supplies,Fasteners,18.936,3,0.2,5.9175,,24.672,0,,,,,,,,
01-06-2016,06-06-2016,Furniture,Chairs,2001.86,7,0,580.5394,,24.816,1.8612,,,,,,,,
24-05-2016,30-05-2016,Office Supplies,Paper,116.28,3,0,56.9772,,24.896,16.1824,,,,,,,,
25-04-2016,29-04-2016,Technology,Phones,302.376,3,0.2,37.797,,24.9,19.92,,,,,,,,
04-12-2016,08-12-2016,Technology,Phones,129.98,2,0,62.3904,,25.06,11.7782,,,,,,,,
07-09-2016,13-09-2016,Technology,Phones,377.97,3,0,109.6113,,25.128,-6.9102,,,,,,,,
01-06-2016,06-06-2016,Furniture,Furnishings,22.2,6,0,9.102,,25.16,-11.322,,,,,,,,
04-11-2016,08-11-2016,Office Supplies,Fasteners,8.376,3,0.2,2.7222,,25.164,-16.776,,,,,,,,
04-11-2016,08-11-2016,Office Supplies,Appliances,58.24,5,0.2,5.096,,25.248,4.1028,,,,,,,,
04-10-2016,08-10-2016,Office Supplies,Labels,14.45,5,0,6.7915,,25.3,11.891,,,,,,,,
04-10-2016,08-10-2016,Office Supplies,Binders,95.648,2,0.2,31.0856,,25.32,9.1785,,,,,,,,
08-07-2016,10-07-2016,Furniture,Chairs,63.882,1,0.1,10.647,,25.44,9.9216,,,,,,,,
08-07-2016,12-07-2016,Furniture,Tables,502.488,3,0.2,-87.9354,,25.5,6.63,,,,,,,,
02-06-2016,07-06-2016,Furniture,Furnishings,73.32,6,0,21.996,,25.584,8.9544,,,,,,,,
03-06-2016,07-06-2016,Furniture,Tables,515.88,6,0,113.4936,,25.68,-39.804,,,,,,,,
03-06-2016,06-06-2016,Furniture,Furnishings,61.544,7,0.6,-40.0036,,25.71,9.2556,,,,,,,,
08-08-2016,12-08-2016,Furniture,Furnishings,53.88,6,0,22.6296,,25.78,2.578,,,,,,,,
04-06-2016,09-06-2016,Furniture,Furnishings,56.96,2,0,21.0752,,25.92,87.0912,,,,,,,,
26-05-2016,29-05-2016,Office Supplies,Paper,48.4,5,0,23.232,,25.92,27.216,,,,,,,,
04-06-2016,09-06-2016,Furniture,Bookcases,353.568,2,0.2,-44.196,,25.96,7.5284,,,,,,,,
02-12-2016,06-12-2016,Office Supplies,Art,16.464,7,0.2,1.4406,,25.984,-6.8208,,,,,,,,
04-06-2016,09-06-2016,Furniture,Furnishings,13.96,2,0,6.7008,,26.046,-44.2782,,,,,,,,
21-09-2016,22-09-2016,Office Supplies,Appliances,25.96,2,0,7.5284,,26.136,1.9602,,,,,,,,
21-09-2016,22-09-2016,Office Supplies,Appliances,36.27,3,0,10.881,,26.16,1.962,,,,,,,,
21-09-2016,22-09-2016,Office Supplies,Paper,6.48,1,0,3.1104,,26.2,12.838,,,,,,,,
12-04-2016,17-04-2016,Technology,Phones,1075.088,14,0.2,94.0702,,26.46,11.907,,,,,,,,
12-04-2016,17-04-2016,Technology,Phones,438.368,4,0.2,38.3572,,26.632,1.3316,,,,,,,,
12-04-2016,17-04-2016,Office Supplies,Binders,18.088,7,0.2,6.5569,,26.7,20.025,,,,,,,,
06-06-2016,11-06-2016,Furniture,Tables,991.764,3,0.4,-347.1174,,26.72,9.352,,,,,,,,
25-09-2016,30-09-2016,Office Supplies,Paper,33.792,8,0.2,10.56,,26.76,12.3096,,,,,,,,
07-06-2016,11-06-2016,Furniture,Tables,268.935,3,0.5,-209.7693,,27.096,2.0322,,,,,,,,
25-09-2016,30-09-2016,Office Supplies,Binders,2.724,2,0.8,-4.3584,,27.36,7.3872,,,,,,,,
25-09-2016,30-09-2016,Office Supplies,Envelopes,3.264,2,0.2,1.1016,,27.36,-21.888,,,,,,,,
01-11-2016,05-11-2016,Office Supplies,Storage,443.92,5,0.2,-94.333,,27.46,9.8856,,,,,,,,
01-11-2016,05-11-2016,Technology,Phones,155.976,3,0.2,54.5916,,27.552,9.2988,,,,,,,,
08-06-2016,14-06-2016,Furniture,Chairs,585.552,3,0.2,73.194,,27.6,2.208,,,,,,,,
22-03-2016,26-03-2016,Office Supplies,Paper,74.352,3,0.2,23.235,,27.888,9.0636,,,,,,,,
08-06-2016,12-06-2016,Furniture,Chairs,170.352,3,0.2,10.647,,27.936,9.4284,,,,,,,,
21-02-2016,25-02-2016,Office Supplies,Binders,8.85,5,0.8,-13.7175,,27.968,6.992,,,,,,,,
09-06-2016,14-06-2016,Furniture,Furnishings,48.86,7,0,14.1694,,28.784,2.8784,,,,,,,,
29-04-2016,01-05-2016,Office Supplies,Binders,17.94,3,0,8.6112,,28.8,10.08,,,,,,,,
30-03-2016,03-04-2016,Office Supplies,Art,49.65,5,0,20.853,,28.99,8.4071,,,,,,,,
26-09-2016,30-09-2016,Office Supplies,Storage,310.12,2,0,80.6312,,29,7.25,,,,,,,,
16-06-2016,21-06-2016,Office Supplies,Envelopes,41.4,5,0,19.458,,29.12,26.7904,,,,,,,,
16-06-2016,21-06-2016,Office Supplies,Art,35,4,0,10.5,,29.24,13.7428,,,,,,,,
16-06-2016,21-06-2016,Office Supplies,Binders,39.552,3,0.2,14.3376,,29.32,-24.189,,,,,,,,
28-06-2016,04-07-2016,Office Supplies,Fasteners,6.08,1,0,3.04,,29.46,9.7218,,,,,,,,
02-09-2016,05-09-2016,Office Supplies,Appliances,19.9,1,0,8.955,,29.6,14.8,,,,,,,,
09-06-2016,14-06-2016,Furniture,Tables,1706.184,9,0.2,85.3092,,29.68,11.5752,,,,,,,,
09-06-2016,11-06-2016,Furniture,Tables,1441.3,7,0,245.021,,29.7,13.365,,,,,,,,
27-12-2016,31-12-2016,Office Supplies,Storage,30.016,4,0.2,3.0016,,29.808,10.8054,,,,,,,,
09-06-2016,13-06-2016,Furniture,Furnishings,37.4,2,0,14.212,,29.925,-21.945,,,,,,,,
14-06-2016,20-06-2016,Furniture,Bookcases,212.94,3,0,57.4938,,29.932,-46.3946,,,,,,,,
08-07-2016,12-07-2016,Office Supplies,Binders,196.704,6,0.2,68.8464,,29.94,-23.952,,,,,,,,
06-12-2016,11-12-2016,Office Supplies,Storage,53.424,3,0.2,4.6746,,29.99,6.2979,,,,,,,,
15-06-2016,21-06-2016,Furniture,Tables,99.918,2,0.3,-18.5562,,30.016,3.0016,,,,,,,,
09-07-2016,15-07-2016,Office Supplies,Paper,10.368,2,0.2,3.6288,,30.072,10.1493,,,,,,,,
21-06-2016,25-06-2016,Office Supplies,Envelopes,24.896,4,0.2,8.4024,,30.18,13.8828,,,,,,,,
15-06-2016,21-06-2016,Furniture,Chairs,797.944,4,0.3,-56.996,,30.28,1.2112,,,,,,,,
27-06-2016,01-07-2016,Technology,Accessories,223.96,4,0,53.7504,,30.36,8.7285,,,,,,,,
21-06-2016,25-06-2016,Technology,Machines,206.991,3,0.7,-172.4925,,30.4,15.2,,,,,,,,
21-06-2016,25-06-2016,Office Supplies,Appliances,44.416,2,0.2,3.8864,,30.44,14.9156,,,,,,,,
21-06-2016,25-06-2016,Office Supplies,Binders,9.006,2,0.7,-7.2048,,30.48,7.9248,,,,,,,,
17-05-2016,21-05-2016,Office Supplies,Binders,91.68,3,0,45.84,,30.672,9.585,,,,,,,,
24-10-2016,29-10-2016,Office Supplies,Binders,34.272,3,0.2,11.1384,,30.768,8.0766,,,,,,,,
08-08-2016,10-08-2016,Furniture,Bookcases,155.456,4,0.2,-7.7728,,30.816,2.6964,,,,,,,,
30-09-2016,04-10-2016,Office Supplies,Binders,43.176,7,0.2,13.4925,,30.96,-52.632,,,,,,,,
17-11-2016,22-11-2016,Office Supplies,Storage,2934.33,7,0,792.2691,,30.98,8.0548,,,,,,,,
16-06-2016,22-06-2016,Furniture,Chairs,647.84,8,0,32.392,,30.992,10.0724,,,,,,,,
17-11-2016,22-11-2016,Office Supplies,Art,57.75,5,0,26.565,,31.05,14.904,,,,,,,,
09-07-2016,15-07-2016,Office Supplies,Paper,14.352,3,0.2,4.485,,31.086,-22.7964,,,,,,,,
17-06-2016,21-06-2016,Furniture,Furnishings,6.24,3,0,2.6208,,31.104,32.6592,,,,,,,,
20-06-2016,24-06-2016,Furniture,Bookcases,193.0656,4,0.32,-19.8744,,31.12,0.3112,,,,,,,,
21-05-2016,25-05-2016,Office Supplies,Art,31.84,8,0,10.5072,,31.2,9.75,,,,,,,,
20-01-2016,25-01-2016,Furniture,Furnishings,19.3,2,0,5.79,,31.68,24.0768,,,,,,,,
21-06-2016,23-06-2016,Furniture,Furnishings,104.01,1,0,14.5614,,31.776,-19.0656,,,,,,,,
21-06-2016,25-06-2016,Furniture,Furnishings,3.984,1,0.2,0.6474,,31.84,10.5072,,,,,,,,
09-07-2016,14-07-2016,Furniture,Bookcases,119.833,1,0.15,7.049,,31.92,8.2992,,,,,,,,
16-12-2016,17-12-2016,Technology,Phones,627.168,4,0.2,70.5564,,31.984,3.1984,,,,,,,,
22-06-2016,27-06-2016,Furniture,Chairs,170.058,3,0.3,-4.8588,,32.06,15.3888,,,,,,,,
08-08-2016,12-08-2016,Technology,Copiers,549.99,1,0,274.995,,32.064,6.8136,,,,,,,,
12-12-2016,12-12-2016,Office Supplies,Binders,210.392,2,0.8,-336.6272,,32.34,-23.716,,,,,,,,
30-06-2016,03-07-2016,Office Supplies,Art,32.4,5,0,10.368,,32.382,4.3176,,,,,,,,
20-12-2016,25-12-2016,Office Supplies,Labels,31.05,3,0,14.904,,32.4,72.576,,,,,,,,
08-08-2016,12-08-2016,Office Supplies,Appliances,167.535,3,0.1,37.23,,32.432,3.2432,,,,,,,,
12-09-2016,16-09-2016,Office Supplies,Binders,5.18,5,0.8,-8.029,,32.592,-7.7406,,,,,,,,
21-09-2016,25-09-2016,Office Supplies,Envelopes,15.56,2,0,7.3132,,32.67,8.4942,,,,,,,,
21-09-2016,25-09-2016,Office Supplies,Envelopes,78.35,5,0,36.8245,,32.76,3.6855,,,,,,,,
21-09-2016,25-09-2016,Office Supplies,Art,59.52,3,0,15.4752,,32.896,22.2048,,,,,,,,
21-09-2016,25-09-2016,Office Supplies,Paper,38.52,9,0,17.334,,32.952,-13.1808,,,,,,,,
21-09-2016,25-09-2016,Technology,Phones,239.984,2,0.2,23.9984,,32.96,14.1728,,,,,,,,
21-09-2016,25-09-2016,Office Supplies,Paper,19.35,3,0,9.4815,,32.97,12.8583,,,,,,,,
07-11-2016,09-11-2016,Office Supplies,Binders,26.046,3,0.8,-44.2782,,33.088,11.1672,,,,,,,,
07-11-2016,09-11-2016,Office Supplies,Envelopes,74.352,3,0.2,26.9526,,33.11,12.9129,,,,,,,,
01-09-2016,04-09-2016,Office Supplies,Binders,3.648,3,0.8,-6.0192,,33.28,9.3184,,,,,,,,
01-09-2016,04-09-2016,Office Supplies,Paper,31.104,6,0.2,10.8864,,33.29,7.9896,,,,,,,,
01-12-2016,07-12-2016,Technology,Phones,95.968,4,0.2,9.5968,,33.488,10.465,,,,,,,,
22-06-2016,27-06-2016,Furniture,Chairs,853.93,5,0.3,0,,33.552,12.582,,,,,,,,
18-05-2016,20-05-2016,Office Supplies,Paper,15.936,4,0.2,5.7768,,33.57,-25.737,,,,,,,,
10-11-2016,16-11-2016,Technology,Phones,601.536,8,0.2,60.1536,,33.792,10.56,,,,,,,,
09-07-2016,13-07-2016,Office Supplies,Labels,2.88,1,0,1.4112,,33.9,2.034,,,,,,,,
24-06-2016,28-06-2016,Furniture,Furnishings,4.272,2,0.2,0.9612,,34.08,15.6768,,,,,,,,
10-11-2016,16-11-2016,Office Supplies,Paper,62.24,8,0,28.008,,34.176,-87.1488,,,,,,,,
25-06-2016,28-06-2016,Furniture,Tables,447.84,5,0.2,11.196,,34.2,9.234,,,,,,,,
10-11-2016,16-11-2016,Office Supplies,Labels,39.84,8,0,18.3264,,34.24,16.0928,,,,,,,,
23-12-2016,28-12-2016,Office Supplies,Appliances,207.24,11,0,58.0272,,34.272,11.1384,,,,,,,,
09-07-2016,13-07-2016,Office Supplies,Binders,41.904,6,0.2,14.1426,,34.44,17.22,,,,,,,,
02-10-2016,05-10-2016,Office Supplies,Paper,9.408,2,0.2,3.4104,,34.5,15.525,,,,,,,,
02-10-2016,05-10-2016,Office Supplies,Fasteners,4.672,2,0.2,1.46,,34.656,5.6316,,,,,,,,
02-10-2016,05-10-2016,Technology,Phones,318.4,2,0.2,107.46,,34.68,16.9932,,,,,,,,
02-10-2016,05-10-2016,Office Supplies,Envelopes,12.768,6,0.2,4.6284,,34.74,17.37,,,,,,,,
02-10-2016,05-10-2016,Office Supplies,Supplies,15.36,2,0.2,-3.264,,34.77,11.4741,,,,,,,,
02-10-2016,05-10-2016,Technology,Phones,230.376,3,0.2,20.1579,,34.79,10.7849,,,,,,,,
09-07-2016,13-07-2016,Office Supplies,Storage,23.92,4,0,4.0664,,34.86,32.4198,,,,,,,,
08-08-2016,12-08-2016,Office Supplies,Envelopes,38.34,3,0,17.253,,35,10.5,,,,,,,,
14-11-2016,15-11-2016,Office Supplies,Paper,20.736,4,0.2,7.2576,,35.016,-2.1885,,,,,,,,
09-07-2016,14-07-2016,Office Supplies,Binders,14.304,6,0.2,4.6488,,35.04,-7.008,,,,,,,,
17-11-2016,19-11-2016,Office Supplies,Paper,733.95,7,0,352.296,,35.168,-8.3524,,,,,,,,
17-11-2016,19-11-2016,Office Supplies,Appliances,241.44,3,0,72.432,,35.168,9.6712,,,,,,,,
11-10-2016,15-10-2016,Office Supplies,Storage,281.904,2,0.2,10.5714,,35.34,26.8584,,,,,,,,
11-10-2016,15-10-2016,Office Supplies,Envelopes,201.432,3,0.2,67.9833,,35.44,16.6568,,,,,,,,
22-05-2016,29-05-2016,Technology,Phones,135.98,2,0,33.995,,35.448,12.8499,,,,,,,,
22-05-2016,29-05-2016,Technology,Phones,44.95,1,0,12.586,,35.808,12.5328,,,,,,,,
09-07-2016,14-07-2016,Office Supplies,Art,5.56,2,0,2.224,,35.856,12.9978,,,,,,,,
09-07-2016,14-07-2016,Office Supplies,Paper,32.4,5,0,15.552,,35.88,17.2224,,,,,,,,
05-04-2016,09-04-2016,Office Supplies,Art,22.96,7,0,7.5768,,35.91,9.6957,,,,,,,,
05-04-2016,09-04-2016,Technology,Phones,28.99,1,0,8.4071,,35.98,10.0744,,,,,,,,
05-04-2016,09-04-2016,Office Supplies,Paper,12.96,2,0,6.3504,,36.27,10.881,,,,,,,,
05-04-2016,09-04-2016,Office Supplies,Art,22.96,7,0,6.6584,,36.288,38.1024,,,,,,,,
05-04-2016,09-04-2016,Office Supplies,Supplies,4164.05,5,0,83.281,,36.36,12.2715,,,,,,,,
11-07-2016,15-07-2016,Office Supplies,Paper,177.2,5,0,83.284,,36.4,34.944,,,,,,,,
17-09-2016,24-09-2016,Office Supplies,Paper,4.624,1,0.2,1.6762,,36.44,12.0252,,,,,,,,
27-06-2016,01-07-2016,Furniture,Tables,85.98,1,0,22.3548,,36.544,11.8768,,,,,,,,
12-09-2016,17-09-2016,Office Supplies,Binders,63.924,7,0.7,-46.8776,,36.63,9.8901,,,,,,,,
26-12-2016,30-12-2016,Office Supplies,Supplies,11.91,3,0,0.1191,,36.738,-9.1845,,,,,,,,
28-06-2016,02-07-2016,Furniture,Chairs,1228.465,5,0.3,0,,36.84,10.3152,,,,,,,,
08-08-2016,12-08-2016,Technology,Phones,299.98,2,0,83.9944,,36.99,9.9873,,,,,,,,
18-11-2016,22-11-2016,Office Supplies,Binders,50.997,1,0.7,-40.7976,,37.056,13.896,,,,,,,,
18-11-2016,22-11-2016,Office Supplies,Storage,76.792,1,0.2,-16.3183,,37.296,-1.0656,,,,,,,,
18-11-2016,22-11-2016,Technology,Phones,539.964,6,0.4,-107.9928,,37.4,14.212,,,,,,,,
11-07-2016,15-07-2016,Technology,Phones,197.97,3,0,57.4113,,37.408,13.0928,,,,,,,,
18-11-2016,22-11-2016,Office Supplies,Binders,1.944,3,0.7,-1.4256,,37.84,2.838,,,,,,,,
30-12-2016,01-01-2017,Office Supplies,Envelopes,12.984,3,0.2,4.7067,,38.256,4.782,,,,,,,,
30-12-2016,01-01-2017,Technology,Phones,217.584,2,0.2,19.0386,,38.272,3.8272,,,,,,,,
30-12-2016,01-01-2017,Technology,Phones,328.776,3,0.2,28.7679,,38.34,17.253,,,,,,,,
30-12-2016,01-01-2017,Office Supplies,Binders,2.286,3,0.8,-3.6576,,38.52,29.2752,,,,,,,,
11-07-2016,15-07-2016,Office Supplies,Labels,14.4,5,0,7.056,,38.6,11.58,,,,,,,,
11-07-2016,15-07-2016,Furniture,Chairs,854.94,3,0,213.735,,38.976,-50.6688,,,,,,,,
27-09-2016,01-10-2016,Office Supplies,Paper,81.98,2,0,40.1702,,39.072,12.6984,,,,,,,,
20-12-2016,25-12-2016,Office Supplies,Appliances,43.512,7,0.2,3.8073,,39.128,-8.8038,,,,,,,,
11-07-2016,15-07-2016,Furniture,Furnishings,124.11,9,0,52.1262,,39.48,11.0544,,,,,,,,
20-12-2016,25-12-2016,Office Supplies,Paper,25.92,5,0.2,9.072,,39.552,14.3376,,,,,,,,
11-11-2016,15-11-2016,Office Supplies,Binders,896.99,5,0.8,-1480.0335,,39.68,16.2688,,,,,,,,
11-11-2016,15-11-2016,Office Supplies,Binders,1.234,1,0.8,-1.9744,,39.84,18.3264,,,,,,,,
11-11-2016,15-11-2016,Office Supplies,Art,67.56,3,0.2,6.756,,39.88,22.3328,,,,,,,,
11-11-2016,15-11-2016,Office Supplies,Paper,21.72,5,0.2,7.8735,,39.96,55.944,,,,,,,,
11-11-2016,15-11-2016,Office Supplies,Paper,262.336,8,0.2,95.0968,,39.96,-23.976,,,,,,,,
11-11-2016,15-11-2016,Technology,Phones,148.48,2,0.2,16.704,,40.05,11.214,,,,,,,,
11-11-2016,15-11-2016,Technology,Phones,241.176,3,0.2,15.0735,,40.08,19.2384,,,,,,,,
11-07-2016,14-07-2016,Technology,Phones,575.968,4,0.2,43.1976,,40.096,14.5348,,,,,,,,
23-09-2016,28-09-2016,Technology,Phones,83.984,2,0.2,31.494,,40.176,14.5638,,,,,,,,
11-07-2016,14-07-2016,Office Supplies,Paper,10.368,2,0.2,3.6288,,40.2,18.09,,,,,,,,
11-07-2016,15-07-2016,Office Supplies,Paper,49.12,4,0,23.0864,,40.24,13.078,,,,,,,,
11-07-2016,15-07-2016,Office Supplies,Binders,18.28,5,0.2,6.398,,40.48,14.5728,,,,,,,,
11-07-2016,14-07-2016,Technology,Phones,164.85,3,0,47.8065,,40.54,11.3512,,,,,,,,
12-07-2016,17-07-2016,Office Supplies,Binders,7.712,2,0.2,2.7956,,40.56,12.9792,,,,,,,,
12-07-2016,16-07-2016,Office Supplies,Storage,249.75,9,0,44.955,,40.68,-8.7462,,,,,,,,
12-07-2016,16-07-2016,Technology,Phones,255.936,8,0.2,28.7928,,40.7,11.803,,,,,,,,
09-08-2016,16-08-2016,Technology,Phones,178.384,2,0.2,22.298,,40.712,3.5623,,,,,,,,
09-08-2016,16-08-2016,Office Supplies,Paper,15.552,3,0.2,5.4432,,40.776,0.5097,,,,,,,,
22-11-2016,25-11-2016,Office Supplies,Binders,6.928,1,0.8,-11.0848,,40.97,10.6522,,,,,,,,
21-11-2016,26-11-2016,Technology,Phones,36.99,1,0,9.9873,,41.04,11.0808,,,,,,,,
21-11-2016,26-11-2016,Office Supplies,Paper,629.1,6,0,301.968,,41.376,3.1032,,,,,,,,
21-11-2016,26-11-2016,Office Supplies,Storage,193.95,3,0,9.6975,,41.4,39.33,,,,,,,,
21-11-2016,26-11-2016,Office Supplies,Art,5.46,3,0,1.4742,,41.472,14.5152,,,,,,,,
12-07-2016,18-07-2016,Office Supplies,Binders,11.264,4,0.2,3.8016,,41.584,4.6782,,,,,,,,
12-07-2016,15-07-2016,Technology,Accessories,23.84,4,0.2,3.278,,41.88,12.1452,,,,,,,,
23-04-2016,27-04-2016,Office Supplies,Binders,7.488,8,0.7,-5.2416,,41.904,14.1426,,,,,,,,
12-07-2016,17-07-2016,Furniture,Tables,698.352,3,0.2,-17.4588,,41.94,30.1968,,,,,,,,
11-03-2016,14-03-2016,Office Supplies,Paper,108.92,14,0,49.014,,42.208,13.7176,,,,,,,,
08-09-2016,14-09-2016,Office Supplies,Appliances,56.65,5,0,24.3595,,42.368,8.4736,,,,,,,,
08-09-2016,14-09-2016,Office Supplies,Storage,14.97,1,0,4.1916,,42.81,20.1207,,,,,,,,
08-09-2016,14-09-2016,Office Supplies,Fasteners,4.02,2,0,1.9698,,43.02,15.4872,,,,,,,,
16-03-2016,21-03-2016,Technology,Phones,471.92,2,0.2,29.495,,43.176,17.8101,,,,,,,,
12-07-2016,18-07-2016,Furniture,Chairs,123.136,4,0.2,13.8528,,43.188,-31.6712,,,,,,,,
12-07-2016,16-07-2016,Furniture,Chairs,512.358,3,0.3,-14.6388,,43.31,4.331,,,,,,,,
09-08-2016,16-08-2016,Office Supplies,Labels,20.88,8,0,9.6048,,43.512,3.8073,,,,,,,,
12-07-2016,15-07-2016,Office Supplies,Paper,35.856,9,0.2,12.9978,,43.57,13.071,,,,,,,,
12-07-2016,16-07-2016,Office Supplies,Fasteners,3.488,2,0.2,0.5668,,43.6,4.36,,,,,,,,
20-06-2016,24-06-2016,Technology,Phones,201.584,2,0.2,20.1584,,43.68,32.76,,,,,,,,
20-06-2016,24-06-2016,Office Supplies,Binders,3.392,4,0.8,-5.088,,43.8,21.024,,,,,,,,
12-07-2016,16-07-2016,Office Supplies,Art,22.288,7,0.2,3.9004,,43.92,24.5952,,,,,,,,
20-06-2016,24-06-2016,Office Supplies,Paper,15.552,3,0.2,5.4432,,44.128,12.1352,,,,,,,,
20-06-2016,24-06-2016,Office Supplies,Paper,11.648,2,0.2,4.0768,,44.4,44.4,,,,,,,,
20-06-2016,24-06-2016,Technology,Machines,418.8,2,0.4,-97.72,,44.416,3.8864,,,,,,,,
20-06-2016,24-06-2016,Office Supplies,Storage,509.488,7,0.2,-127.372,,44.46,14.6718,,,,,,,,
18-04-2016,23-04-2016,Technology,Machines,287.968,4,0.2,97.1892,,44.672,-10.0512,,,,,,,,
18-04-2016,23-04-2016,Office Supplies,Art,13.12,4,0,3.8048,,44.82,21.0654,,,,,,,,
18-04-2016,23-04-2016,Office Supplies,Art,10.75,5,0,3.5475,,44.84,5.605,,,,,,,,
18-04-2016,23-04-2016,Office Supplies,Fasteners,11.62,2,0,3.6022,,44.91,-35.928,,,,,,,,
09-05-2016,09-05-2016,Office Supplies,Storage,83.25,3,0,14.985,,44.95,12.586,,,,,,,,
09-05-2016,09-05-2016,Office Supplies,Labels,9.45,3,0,4.536,,45,26.55,,,,,,,,
09-05-2016,09-05-2016,Office Supplies,Labels,20.65,5,0,9.499,,45.248,3.9592,,,,,,,,
09-05-2016,09-05-2016,Office Supplies,Paper,45.36,7,0,21.7728,,45.36,21.7728,,,,,,,,
23-03-2016,26-03-2016,Office Supplies,Storage,330.4,2,0,85.904,,45.48,15.918,,,,,,,,
23-03-2016,26-03-2016,Technology,Phones,604.752,6,0.2,37.797,,45.48,20.9208,,,,,,,,
13-12-2016,15-12-2016,Office Supplies,Supplies,2.92,1,0.2,0.365,,45.528,15.9348,,,,,,,,
09-09-2016,14-09-2016,Office Supplies,Paper,15.552,3,0.2,5.4432,,45.66,22.3734,,,,,,,,
12-07-2016,16-07-2016,Office Supplies,Paper,16.032,3,0.2,5.6112,,45.68,21.0128,,,,,,,,
13-07-2016,17-07-2016,Furniture,Tables,351.216,3,0.2,4.3902,,45.696,5.1408,,,,,,,,
09-09-2016,14-09-2016,Technology,Phones,135.516,1,0.4,-31.6204,,45.84,15.5856,,,,,,,,
17-11-2016,24-11-2016,Office Supplies,Paper,12.448,2,0.2,3.89,,45.92,22.5008,,,,,,,,
14-07-2016,20-07-2016,Office Supplies,Binders,29.932,7,0.8,-46.3946,,45.98,12.8744,,,,,,,,
23-09-2016,28-09-2016,Office Supplies,Binders,139.44,3,0.2,47.061,,46.26,12.4902,,,,,,,,
28-04-2016,03-05-2016,Office Supplies,Labels,6.912,3,0.2,2.5056,,46.35,21.7845,,,,,,,,
