Sales 2016,Bin,Bin,Frequency,Sales 2017,Bin,Bin,Frequency,Sales 2018,Bin,Bin,Frequency,Sales 2019,Bin,Bin,Frequency
31.68,,,,184.66,,,,133.38,,,,98.16,,,
29.12,,,,9.24,,,,16.74,,,,31.44,,,
169.45,,,,61.584,,,,34.95,,,,35,,,
24.9,,,,55.944,,,,152,,,,477.15,,,
659.988,,,,10.688,,,,8.56,,,,302.376,,,
17.856,,,,11.824,,,,45.36,,,,477.3,,,
36.288,,,,9.762,,,,1421.664,,,,27.192,,,
46.44,,,,692.472,,,,7.92,,,,12.06,,,
12.96,,,,3.592,,,,36.192,,,,301.96,,,
25.92,,,,48.632,,,,513.024,,,,54.368,,,
21.312,,,,246.1328,,,,487.92,,,,247.44,,,
173.656,,,,11.696,,,,15.24,,,,106.869,,,
361.96,,,,439.992,,,,209.97,,,,3.564,,,
853.092,,,,33.28,,,,62.94,,,,195.96,,,
818.376,,,,14.088,,,,25.92,,,,15.552,,,
20.34,,,,20.96,,,,900.08,,,,271.968,,,
15.552,,,,88.752,,,,66.3,,,,27.46,,,
114.2,,,,304.23,,,,30.816,,,,125.13,,,
17.96,,,,167.86,,,,44.784,,,,13.872,,,
34.86,,,,14.952,,,,569.536,,,,115.96,,,
12.67,,,,323.982,,,,40.46,,,,25.92,,,
70.71,,,,2.286,,,,404.94,,,,53.424,,,
15.28,,,,14.352,,,,116,,,,65.424,,,
31.984,,,,71.976,,,,657.552,,,,23.55,,,
41.88,,,,50.88,,,,38.24,,,,43.41,,,
12.84,,,,27.312,,,,21.4,,,,6.24,,,
49.568,,,,7.92,,,,54.9,,,,465.16,,,
42.368,,,,14.368,,,,40.74,,,,7.98,,,
100.704,,,,107.97,,,,5.352,,,,241.96,,,
57.69,,,,113.82,,,,99.372,,,,3.89,,,
9.584,,,,1598.058,,,,2.672,,,,8.01,,,
22.83,,,,36.96,,,,45.528,,,,156.792,,,
13.62,,,,17.48,,,,844.116,,,,35.36,,,
45.248,,,,71.88,,,,812.736,,,,13.592,,,
33.088,,,,60.45,,,,12.96,,,,37.52,,,
80.98,,,,253.176,,,,3.96,,,,204.6664,,,
339.96,,,,2.88,,,,15.008,,,,35.1,,,
21.36,,,,384.944,,,,4.784,,,,17.48,,,
62.048,,,,153.584,,,,4.73,,,,3.798,,,
821.88,,,,913.43,,,,7.89,,,,27.744,,,
10.72,,,,34.8,,,,65.5,,,,158.376,,,
200.795,,,,38.976,,,,2430.08,,,,53.9,,,
221.92,,,,40.92,,,,465.18,,,,324.744,,,
8.448,,,,12.56,,,,22.428,,,,1925.88,,,
0.852,,,,6.48,,,,37.52,,,,2405.2,,,
36.288,,,,186.69,,,,29.34,,,,83.97,,,
429.9,,,,129.568,,,,58.416,,,,39.89,,,
161.96,,,,6.368,,,,9.555,,,,17.38,,,
1117.92,,,,3.304,,,,40.776,,,,2.97,,,
1740.06,,,,16.27,,,,63.936,,,,27.44,,,
123.144,,,,69.12,,,,9.216,,,,25.344,,,
783.96,,,,4.47,,,,41.958,,,,43.92,,,
48.896,,,,11.96,,,,89.568,,,,25.344,,,
7.856,,,,105.98,,,,22.248,,,,10.688,,,
182.94,,,,493.92,,,,334.88,,,,35.168,,,
742.336,,,,383.607,,,,148.288,,,,1099.5,,,
975.92,,,,148.48,,,,4.624,,,,44.75,,,
966.7,,,,537.544,,,,178.92,,,,11.96,,,
1.476,,,,1.928,,,,69.888,,,,3.912,,,
40.712,,,,6.912,,,,33.8,,,,4.554,,,
62.808,,,,7.76,,,,377.97,,,,5.2,,,
18.264,,,,659.168,,,,8.872,,,,205.992,,,
34.656,,,,31.56,,,,121.104,,,,15.552,,,
81.552,,,,27.92,,,,9.84,,,,503.96,,,
227.136,,,,271.44,,,,2.694,,,,24.472,,,
69.52,,,,110.352,,,,232.96,,,,241.568,,,
5.64,,,,36.4,,,,66.54,,,,110.4,,,
245.88,,,,10.476,,,,43.26,,,,384.768,,,
36.63,,,,21.24,,,,15.168,,,,78.66,,,
22.58,,,,127.96,,,,5.04,,,,45.36,,,
12.39,,,,113.1,,,,249.95,,,,136.26,,,
7.184,,,,239.7,,,,33.4,,,,31.984,,,
263.96,,,,150.98,,,,18.92,,,,71.984,,,
71.632,,,,137.25,,,,15.42,,,,12.48,,,
9.328,,,,11.52,,,,18.72,,,,8.64,,,
5.88,,,,18.272,,,,360.38,,,,6.37,,,
172.764,,,,153.728,,,,11.16,,,,108.08,,,
303.84,,,,12.224,,,,14.94,,,,9.54,,,
485.88,,,,167.944,,,,129.98,,,,30.336,,,
785.88,,,,45.99,,,,32.54,,,,470.376,,,
8.94,,,,535.41,,,,10.9,,,,20.736,,,
17.472,,,,6.096,,,,59.98,,,,4.95,,,
758.352,,,,45.36,,,,61.929,,,,26.4,,,
76.776,,,,134.376,,,,16.52,,,,1.624,,,
61.568,,,,589.9,,,,60.12,,,,23.76,,,
6.192,,,,542.94,,,,49.536,,,,85.056,,,
114.2,,,,77.55,,,,118.25,,,,381.576,,,
60.672,,,,17.14,,,,368.97,,,,10.36,,,
7.968,,,,586.398,,,,42.784,,,,12.176,,,
1487.04,,,,80.98,,,,563.43,,,,1497.666,,,
22.92,,,,6.368,,,,111.104,,,,17.52,,,
269.9,,,,558.4,,,,241.96,,,,89.544,,,
11.808,,,,59.904,,,,8.52,,,,35.168,,,
9.588,,,,23.696,,,,99.372,,,,72.588,,,
57.75,,,,7.968,,,,1.344,,,,23.976,,,
14.94,,,,18.2,,,,2003.52,,,,108.925,,,
699.93,,,,27.552,,,,82.368,,,,36.352,,,
254.9,,,,844.116,,,,1085.42,,,,720.76,,,
22.96,,,,76.752,,,,3.912,,,,49.12,,,
29.24,,,,29.52,,,,62.376,,,,29.6,,,
18.06,,,,302.94,,,,29.05,,,,514.165,,,
79.14,,,,142.36,,,,102.592,,,,279.96,,,
127.95,,,,546.66,,,,22.704,,,,132.52,,,
40.56,,,,212.13,,,,93.024,,,,16.4,,,
17.94,,,,201.584,,,,12.768,,,,40.032,,,
242.94,,,,8.22,,,,35.008,,,,1347.52,,,
5.22,,,,45.36,,,,39.152,,,,8.4,,,
14.4,,,,947.17,,,,823.96,,,,88.776,,,
52.064,,,,61.96,,,,15.984,,,,11.56,,,
9.184,,,,212.64,,,,23.472,,,,15.58,,,
3785.292,,,,9.87,,,,86.058,,,,14.7,,,
1502.376,,,,53.25,,,,108.784,,,,14.13,,,
340.116,,,,19.92,,,,10.272,,,,122.97,,,
357,,,,8.26,,,,38.19,,,,280.792,,,
20.46,,,,29.84,,,,134.85,,,,68.448,,,
239.976,,,,67.98,,,,659.9,,,,88.04,,,
14.19,,,,61.06,,,,1684.752,,,,15.872,,,
475.944,,,,35.544,,,,559.92,,,,215.592,,,
8.134,,,,22.368,,,,279.944,,,,3.76,,,
46.688,,,,25.99,,,,359.976,,,,37.94,,,
638.82,,,,113.52,,,,241.332,,,,18.288,,,
289.24,,,,359.88,,,,5.184,,,,385.8,,,
69.456,,,,13.12,,,,145.544,,,,102.96,,,
13.128,,,,69.576,,,,5.472,,,,174.42,,,
344.91,,,,4.224,,,,47.984,,,,61.44,,,
142.4,,,,58.08,,,,1424.9,,,,4.572,,,
44.84,,,,52.416,,,,835.17,,,,91.2,,,
464.292,,,,54.92,,,,17.34,,,,452.94,,,
14.016,,,,364.95,,,,6.368,,,,19.04,,,
9.96,,,,85.056,,,,48.848,,,,13.128,,,
35.04,,,,27.696,,,,19.648,,,,64.14,,,
103.936,,,,24.96,,,,255.108,,,,858.24,,,
4.6,,,,43.13,,,,159.984,,,,17.088,,,
35.168,,,,5.64,,,,22.14,,,,63.92,,,
4.448,,,,37.94,,,,11.277,,,,71.976,,,
5.184,,,,42.8,,,,4.448,,,,19.44,,,
15.552,,,,33.63,,,,44.76,,,,8.856,,,
14.56,,,,195.64,,,,7.872,,,,164.736,,,
52.512,,,,239.9,,,,88.04,,,,470.302,,,
186.912,,,,463.248,,,,40.635,,,,47.984,,,
10.048,,,,383.952,,,,13.48,,,,181.86,,,
232.55,,,,10.512,,,,29.8,,,,291.136,,,
49.98,,,,70.008,,,,414,,,,47.976,,,
19.44,,,,77.6,,,,41.328,,,,19.56,,,
12.96,,,,464.85,,,,39.92,,,,4.26,,,
35.34,,,,35.96,,,,287.968,,,,44.4,,,
68.46,,,,14.952,,,,2799.96,,,,84.55,,,
2799.96,,,,12.536,,,,48.94,,,,17.94,,,
601.3,,,,1.08,,,,257.499,,,,119.96,,,
16.99,,,,4.512,,,,79.12,,,,239.976,,,
287.97,,,,16.776,,,,637.896,,,,31.168,,,
44.82,,,,1268.82,,,,287.91,,,,120.96,,,
1214.85,,,,283.92,,,,36.6,,,,2239.936,,,
2.688,,,,5.68,,,,236.88,,,,76.608,,,
6.6,,,,12.96,,,,29.9,,,,142.776,,,
887.103,,,,85.9,,,,100,,,,91.36,,,
3.9,,,,2.512,,,,18.693,,,,698.352,,,
12.84,,,,18.864,,,,383.952,,,,77.728,,,
15.84,,,,467.04,,,,68.112,,,,14.016,,,
73.915,,,,128.85,,,,39.992,,,,301.96,,,
62.94,,,,8.4,,,,13.14,,,,180.66,,,
535.41,,,,199.98,,,,10.024,,,,191.98,,,
617.7,,,,110.98,,,,156.3728,,,,65.99,,,
85.96,,,,717.12,,,,60.048,,,,1212.96,,,
13.12,,,,21.36,,,,5.022,,,,18.54,,,
45.66,,,,6.688,,,,302.384,,,,16.68,,,
158.13,,,,773.94,,,,20.952,,,,19.44,,,
43.6,,,,7.24,,,,11.784,,,,192.16,,,
164.22,,,,55.936,,,,20.7,,,,5.936,,,
81.98,,,,18.432,,,,10.95,,,,479.952,,,
362.94,,,,20.32,,,,14.352,,,,23.92,,,
493.43,,,,714.3,,,,4.312,,,,51.312,,,
631.782,,,,2321.9,,,,1219.96,,,,155.25,,,
32.97,,,,17.94,,,,6.924,,,,14.03,,,
107.648,,,,9.522,,,,18.9,,,,12.224,,,
196.776,,,,791.964,,,,38.088,,,,2.304,,,
2.92,,,,4.923,,,,2.808,,,,9.36,,,
801.568,,,,687.4,,,,12.84,,,,146.352,,,
83.88,,,,199.836,,,,14.2,,,,3404.5,,,
21.864,,,,716,,,,12.96,,,,101.34,,,
8.544,,,,221.06,,,,58.34,,,,917.9235,,,
105.52,,,,18.54,,,,46.35,,,,38.88,,,
15.84,,,,24.4,,,,81.94,,,,74.352,,,
44.4,,,,398.4,,,,98.16,,,,97.82,,,
17.904,,,,7.056,,,,9.99,,,,103.12,,,
97.44,,,,1352.3976,,,,24.7,,,,11.184,,,
182.112,,,,26.4,,,,394.816,,,,153.584,,,
579.528,,,,41.88,,,,18.192,,,,2.264,,,
435.999,,,,43.98,,,,128.4,,,,0.444,,,
6.63,,,,377.97,,,,1.964,,,,146.176,,,
300.5328,,,,123.96,,,,22.48,,,,760.116,,,
421.372,,,,62.8,,,,11.416,,,,38.784,,,
500.24,,,,20.736,,,,149.97,,,,122.328,,,
1.632,,,,5.792,,,,27.81,,,,6.888,,,
267.96,,,,466.158,,,,88.08,,,,457.485,,,
145.568,,,,10.312,,,,751.92,,,,129.3,,,
8,,,,2.556,,,,196.784,,,,11.568,,,
64.704,,,,51.45,,,,863.128,,,,50.32,,,
20.12,,,,19.152,,,,3.564,,,,24.56,,,
896.99,,,,40.032,,,,956.6648,,,,239.97,,,
23.34,,,,16.776,,,,12.588,,,,9.82,,,
348.488,,,,66.36,,,,171.96,,,,149.95,,,
172.736,,,,17.496,,,,207.76,,,,51.312,,,
22.5,,,,34.44,,,,9099.93,,,,31.104,,,
9.96,,,,629.93,,,,9.96,,,,5.248,,,
213.08,,,,79.056,,,,25.3,,,,4.464,,,
585.552,,,,107.976,,,,59.752,,,,32.4,,,
21.98,,,,8.096,,,,7.752,,,,503.96,,,
15.36,,,,119.9,,,,33.568,,,,17.92,,,
21.184,,,,28.4,,,,9.21,,,,41.256,,,
87.54,,,,212.94,,,,18,,,,82.4,,,
11.96,,,,105.584,,,,631.782,,,,6.24,,,
603.92,,,,68.72,,,,60.72,,,,447.84,,,
357.93,,,,170.352,,,,111.96,,,,37.608,,,
15.216,,,,3.408,,,,104.9,,,,10.332,,,
331.96,,,,37.68,,,,39.68,,,,31.155,,,
337.088,,,,258.576,,,,51.75,,,,8.928,,,
16.272,,,,75.84,,,,103.968,,,,3.036,,,
19.36,,,,1801.632,,,,43.92,,,,487.96,,,
13.98,,,,748.752,,,,25.032,,,,21.744,,,
19.05,,,,199.96,,,,70.368,,,,95.92,,,
204.6,,,,1516.2,,,,59.96,,,,385.6,,,
16.176,,,,104.23,,,,361.376,,,,35.82,,,
409.272,,,,70.26,,,,199.9,,,,276.69,,,
19.44,,,,9.26,,,,901.95,,,,172.764,,,
1.869,,,,105.98,,,,971.5,,,,182.994,,,
23.472,,,,1.24,,,,11.328,,,,10.272,,,
7.36,,,,20.7,,,,9.08,,,,2.88,,,
41.4,,,,28.9,,,,314.55,,,,102.93,,,
67.176,,,,27.18,,,,4.91,,,,71.04,,,
32.896,,,,465.18,,,,20,,,,5.344,,,
22.776,,,,36.63,,,,7.98,,,,11.304,,,
43.68,,,,20.768,,,,24.1,,,,871.4,,,
57.4,,,,12.576,,,,8.75,,,,148.48,,,
2.672,,,,182.91,,,,842.94,,,,400.784,,,
16.656,,,,99.372,,,,2.182,,,,83.76,,,
252,,,,33.568,,,,27.384,,,,4.54,,,
36.288,,,,715.2,,,,26.406,,,,15.92,,,
6.16,,,,6.16,,,,10.368,,,,543.92,,,
98.376,,,,36.84,,,,23.68,,,,526.45,,,
29.94,,,,51.588,,,,109.95,,,,431.928,,,
17.472,,,,16.9,,,,965.85,,,,239.97,,,
36.738,,,,25.08,,,,29.2,,,,358.2,,,
179.94,,,,6.68,,,,32.4,,,,545.916,,,
2348.82,,,,31.92,,,,25.4,,,,13.872,,,
13.12,,,,26.976,,,,43.96,,,,273.552,,,
117.36,,,,244.55,,,,1279.165,,,,272.94,,,
18.94,,,,12.24,,,,27.92,,,,102.368,,,
55.984,,,,13.98,,,,15.26,,,,28.4,,,
14.48,,,,899.95,,,,43.32,,,,713.88,,,
199.98,,,,31.95,,,,43.584,,,,68.52,,,
15.24,,,,32.34,,,,116.28,,,,191.646,,,
258.279,,,,39.9,,,,9.296,,,,20.07,,,
144.96,,,,15.552,,,,19.44,,,,19.44,,,
143.432,,,,347.361,,,,314.55,,,,126.3,,,
17.46,,,,10.368,,,,12.96,,,,1287.45,,,
122.352,,,,36.288,,,,23.2,,,,1295.78,,,
31.776,,,,150.384,,,,37.3,,,,362.94,,,
28.8,,,,1640.7,,,,81.96,,,,11.54,,,
2.94,,,,270,,,,54.792,,,,312.552,,,
57.408,,,,99.6,,,,10.784,,,,5.184,,,
118,,,,62.296,,,,290.98,,,,895.92,,,
589.41,,,,10.71,,,,21.4,,,,130.71,,,
15.84,,,,3.592,,,,48.664,,,,11.68,,,
1049.93,,,,7.656,,,,16.56,,,,62.31,,,
154.9,,,,145.9,,,,2.296,,,,638.82,,,
535.41,,,,239.97,,,,408.006,,,,30.69,,,
129.92,,,,160.32,,,,40.44,,,,25.16,,,
99.2,,,,128.85,,,,56.82,,,,21.392,,,
2.624,,,,37.94,,,,657.93,,,,307.314,,,
122.352,,,,79.96,,,,33.48,,,,409.9992,,,
47.984,,,,17.43,,,,13.9,,,,75.792,,,
11.64,,,,6.16,,,,26.86,,,,1044.63,,,
5.94,,,,56.3,,,,25.632,,,,248.57,,,
331.536,,,,6.48,,,,23.616,,,,22.23,,,
13.92,,,,1325.85,,,,8.26,,,,1001.584,,,
247.716,,,,14.94,,,,17.76,,,,569.058,,,
46.872,,,,10.9,,,,302.384,,,,14.224,,,
63.47,,,,68.62,,,,146.352,,,,19.52,,,
3.16,,,,590.352,,,,7.9,,,,435.999,,,
1999.96,,,,7.78,,,,902.712,,,,204.95,,,
333.576,,,,53.04,,,,53.97,,,,1085.42,,,
30.48,,,,443.92,,,,33.92,,,,443.92,,,
433.568,,,,152.8,,,,31.36,,,,169.99,,,
1395.54,,,,17.94,,,,47.616,,,,25.92,,,
8.92,,,,192.22,,,,23.48,,,,163.96,,,
18.9,,,,355.36,,,,62.79,,,,5.232,,,
77.52,,,,140.376,,,,28.44,,,,23.99,,,
1298.55,,,,98.352,,,,77.55,,,,287.97,,,
801.568,,,,275.058,,,,24.88,,,,9.552,,,
272.848,,,,27.36,,,,140.75,,,,167.968,,,
279.96,,,,44.75,,,,36.63,,,,273.896,,,
12.912,,,,134.99,,,,1599.92,,,,597.132,,,
17.088,,,,26.4,,,,11.09,,,,545.85,,,
93.15,,,,542.94,,,,145.764,,,,32.896,,,
11.52,,,,79.44,,,,434.646,,,,215.148,,,
26.136,,,,357.93,,,,3,,,,30.96,,,
9.64,,,,127.764,,,,7.506,,,,59.98,,,
3.912,,,,2799.944,,,,16.56,,,,2395.2,,,
7.632,,,,19.44,,,,79.92,,,,1687.8,,,
245.98,,,,619.95,,,,69.98,,,,7.992,,,
447.86,,,,29.16,,,,283.14,,,,258.9,,,
17.94,,,,57.96,,,,635.96,,,,24.56,,,
245.88,,,,29.403,,,,118.99,,,,129.39,,,
14.352,,,,8.72,,,,272.94,,,,87.92,,,
55.92,,,,91.176,,,,29.61,,,,24,,,
44.4,,,,159.968,,,,863.928,,,,102.3,,,
21.4,,,,899.91,,,,241.92,,,,332.028,,,
11.56,,,,946.344,,,,163.88,,,,11.394,,,
1628.82,,,,5.56,,,,3.486,,,,15.552,,,
7.31,,,,46.152,,,,10.584,,,,31.104,,,
15.384,,,,32.985,,,,440.91,,,,6.316,,,
183.372,,,,1448.82,,,,8.712,,,,79.96,,,
59.98,,,,353.88,,,,65.17,,,,2.946,,,
25.92,,,,3.15,,,,14.62,,,,16.056,,,
45.92,,,,22.72,,,,173.24,,,,239.24,,,
10.5,,,,14.91,,,,14.73,,,,122.136,,,
5.312,,,,1158.12,,,,9.888,,,,17.472,,,
545.88,,,,599.99,,,,671.544,,,,252,,,
575.928,,,,71.976,,,,15.576,,,,87.21,,,
7.78,,,,2.21,,,,658.746,,,,15.552,,,
123.92,,,,15.52,,,,25.35,,,,683.988,,,
657.93,,,,36.44,,,,35.28,,,,13.392,,,
4.992,,,,15.984,,,,33.4,,,,16.776,,,
87.92,,,,105.52,,,,837.6,,,,527.92,,,
605.34,,,,91.96,,,,40.68,,,,5.94,,,
328.59,,,,1487.976,,,,5.904,,,,7.56,,,
32.06,,,,19.44,,,,13.712,,,,24.56,,,
409.59,,,,11.672,,,,11.952,,,,12.96,,,
19.86,,,,519.96,,,,6.24,,,,145.9,,,
591.32,,,,64.2,,,,8.67,,,,198.46,,,
25.92,,,,38.52,,,,25.71,,,,786.48,,,
91.36,,,,72.6,,,,57.582,,,,23.168,,,
93.888,,,,83.7,,,,31.104,,,,50,,,
5.214,,,,32.4,,,,30.192,,,,75.18,,,
129.92,,,,47.98,,,,43.6,,,,15.84,,,
63.92,,,,415.968,,,,4.768,,,,86.376,,,
19.44,,,,304.9,,,,10.38,,,,18.24,,,
55.48,,,,80.96,,,,13.392,,,,13.12,,,
91.92,,,,777.21,,,,380.058,,,,83.92,,,
7.08,,,,32.4,,,,1199.976,,,,141.9,,,
11.36,,,,225.568,,,,48.576,,,,39.98,,,
36.4,,,,36.6,,,,17.94,,,,28.91,,,
3.152,,,,715.64,,,,44.856,,,,174.95,,,
616.998,,,,795.51,,,,30.345,,,,52.76,,,
19.432,,,,549.99,,,,127.554,,,,1.08,,,
153.824,,,,74.76,,,,77.952,,,,8.84,,,
49.408,,,,29.22,,,,13.776,,,,58.464,,,
146.352,,,,33.488,,,,5.553,,,,228.92,,,
14.76,,,,23.04,,,,14.96,,,,526.45,,,
11.76,,,,1.362,,,,1793.98,,,,274.8,,,
17.67,,,,14.76,,,,20.368,,,,195.64,,,
323.976,,,,301.96,,,,49.848,,,,257.98,,,
11.808,,,,7.968,,,,2.214,,,,119.04,,,
26.16,,,,11.736,,,,182.67,,,,18.84,,,
33.57,,,,45.68,,,,101.7,,,,298.464,,,
1604.9,,,,24.192,,,,1126.02,,,,41.91,,,
385.686,,,,14.9,,,,1263.3,,,,8.67,,,
7.16,,,,87.71,,,,8.82,,,,132.6,,,
4.224,,,,199.764,,,,37.94,,,,30.32,,,
49.568,,,,94.6,,,,4.2,,,,1287.45,,,
142.488,,,,4228.704,,,,227.28,,,,168.1,,,
15.552,,,,2003.92,,,,47.9,,,,71.952,,,
7.64,,,,209.97,,,,61.96,,,,29.8,,,
88.776,,,,659.9,,,,1117.92,,,,3.816,,,
18.24,,,,110.96,,,,26.352,,,,39.594,,,
2.394,,,,67.8,,,,173.94,,,,91.008,,,
58.32,,,,25.9,,,,231.98,,,,360.38,,,
200.97,,,,414.96,,,,96.08,,,,13.56,,,
3.488,,,,109.764,,,,11.68,,,,4.448,,,
143.856,,,,68.52,,,,4.36,,,,276.69,,,
1421.664,,,,74.94,,,,12.42,,,,4.96,,,
1.044,,,,2548.56,,,,61.192,,,,71.92,,,
33.552,,,,271.44,,,,67.84,,,,18.84,,,
1737.18,,,,287.88,,,,7.764,,,,140.97,,,
704.25,,,,15.24,,,,207.984,,,,470.376,,,
141.76,,,,19.568,,,,36.112,,,,9.248,,,
36.36,,,,310.392,,,,35.568,,,,1889.946,,,
24.588,,,,238.152,,,,88.768,,,,62.04,,,
13.984,,,,16.146,,,,12.9,,,,396.92,,,
31.68,,,,1345.485,,,,20.568,,,,239.456,,,
151.92,,,,57.75,,,,4.356,,,,13.12,,,
196.62,,,,272.4,,,,19.04,,,,26.55,,,
144.12,,,,142.04,,,,84.84,,,,310.443,,,
15.96,,,,14.67,,,,15.552,,,,6.56,,,
7.752,,,,1199.96,,,,1325.76,,,,7.83,,,
15.28,,,,12.6,,,,3.108,,,,41.9,,,
65.97,,,,17.94,,,,109.592,,,,664.146,,,
66.58,,,,23.904,,,,56.7,,,,8.96,,,
68.704,,,,88.96,,,,69.5,,,,179.94,,,
43.92,,,,152.688,,,,191.6,,,,872.94,,,
29.7,,,,3.488,,,,10.56,,,,12.96,,,
67.194,,,,5.888,,,,72.64,,,,71.372,,,
25.248,,,,29.22,,,,772.47,,,,2.912,,,
89.34,,,,6.48,,,,39.92,,,,242.352,,,
40.08,,,,13.632,,,,212.94,,,,7.904,,,
35.98,,,,20.96,,,,26.49,,,,269.98,,,
5.96,,,,27.696,,,,67.71,,,,99.9,,,
83.92,,,,73.164,,,,129.92,,,,39.08,,,
51.016,,,,115.44,,,,467.46,,,,479.984,,,
945.036,,,,117.456,,,,61.4,,,,32.4,,,
99.92,,,,22.96,,,,720.76,,,,57.9,,,
49.792,,,,1690.04,,,,5.184,,,,10.56,,,
5.94,,,,85.96,,,,14.7,,,,1194.165,,,
62.82,,,,121.96,,,,99.846,,,,801.6,,,
99.98,,,,23.92,,,,699.98,,,,161.568,,,
25.984,,,,63.96,,,,584.82,,,,16.096,,,
410.352,,,,629.95,,,,35.168,,,,7.656,,,
14.301,,,,113.73,,,,64.704,,,,311.976,,,
135.882,,,,14.6,,,,105.52,,,,599.97,,,
35.34,,,,887.84,,,,15.552,,,,198.744,,,
6.8,,,,106.8,,,,10.776,,,,9.184,,,
143.64,,,,70.95,,,,17.05,,,,69.712,,,
100.24,,,,34.944,,,,30.36,,,,8.792,,,
573.728,,,,119.04,,,,1317.492,,,,14.62,,,
20.04,,,,63.77,,,,63.84,,,,416.32,,,
539.964,,,,50.97,,,,3.592,,,,43,,,
50.232,,,,96.08,,,,301.96,,,,182.94,,,
19.242,,,,1439.968,,,,3504.9,,,,60.83,,,
216.4,,,,43.56,,,,144.12,,,,389.97,,,
6.936,,,,68.16,,,,314.55,,,,735.98,,,
4.428,,,,62.24,,,,53.248,,,,13.36,,,
2152.776,,,,29.97,,,,4.992,,,,163.764,,,
273.568,,,,66.294,,,,3930.072,,,,183.92,,,
149.9,,,,291.168,,,,2.304,,,,6.48,,,
98.352,,,,166.5,,,,431.976,,,,71.928,,,
683.144,,,,360.38,,,,41.72,,,,25.99,,,
17.472,,,,119.04,,,,51.45,,,,33.93,,,
9.09,,,,22.14,,,,7.83,,,,222.32,,,
505.32,,,,13.98,,,,35.4,,,,210.564,,,
3.808,,,,21.36,,,,29.9,,,,101.94,,,
8.682,,,,3.444,,,,36.56,,,,271.96,,,
24.424,,,,22.92,,,,186.144,,,,8.8,,,
16.14,,,,11.36,,,,353.568,,,,19.68,,,
222.666,,,,14.592,,,,54.96,,,,302.94,,,
8.64,,,,311.98,,,,332.94,,,,14.94,,,
56.52,,,,22.45,,,,39.872,,,,231.72,,,
2.688,,,,63.824,,,,13.68,,,,16.34,,,
39.88,,,,141.552,,,,10.44,,,,225.296,,,
149.352,,,,915.136,,,,136.464,,,,50.352,,,
23.472,,,,327.76,,,,333.576,,,,17.48,,,
31.104,,,,88.776,,,,12.544,,,,3.52,,,
9.912,,,,64.14,,,,249.95,,,,1626.192,,,
1.365,,,,33.4,,,,49.12,,,,124.404,,,
62.016,,,,210.84,,,,10.56,,,,2.864,,,
53.2,,,,119.85,,,,3.744,,,,94.192,,,
146.82,,,,30.44,,,,4.08,,,,2.112,,,
563.94,,,,69.28,,,,18.9,,,,29.97,,,
15.66,,,,587.97,,,,2275.5,,,,526.344,,,
603.92,,,,12.176,,,,1979.7,,,,13.128,,,
58.48,,,,37.32,,,,62.1,,,,11.68,,,
6999.96,,,,35.06,,,,68.95,,,,159.75,,,
12.96,,,,2.412,,,,296.37,,,,41.4,,,
112.648,,,,8.39,,,,39.98,,,,13.92,,,
223.056,,,,337.98,,,,9.216,,,,63.312,,,
23.968,,,,56.3,,,,28.048,,,,399.95,,,
521.96,,,,311.15,,,,187.056,,,,15.192,,,
7.83,,,,12.96,,,,33.568,,,,58.32,,,
159.98,,,,177.48,,,,63.94,,,,121.536,,,
717.72,,,,454.272,,,,60.6,,,,2399.96,,,
102.624,,,,23.52,,,,22.72,,,,20.23,,,
10.984,,,,180.96,,,,41.92,,,,3.304,,,
13.392,,,,7.104,,,,329.584,,,,20.096,,,
19.44,,,,10.76,,,,87.28,,,,37.752,,,
8.288,,,,45.68,,,,27.24,,,,138.588,,,
345,,,,6.7,,,,70.56,,,,259.92,,,
9.96,,,,158.376,,,,81.96,,,,20.736,,,
797.944,,,,3.44,,,,151.192,,,,298.116,,,
17.9,,,,84.96,,,,15.54,,,,1649.95,,,
3266.376,,,,131.98,,,,105.552,,,,362.352,,,
629.064,,,,114.52,,,,25.92,,,,91.032,,,
67.9932,,,,962.08,,,,15.808,,,,14.89,,,
10.78,,,,12.843,,,,10.368,,,,543.92,,,
25.78,,,,295.456,,,,63.2,,,,23.88,,,
2.502,,,,20.94,,,,39,,,,26.2,,,
132.16,,,,135.09,,,,2.907,,,,12.96,,,
17.904,,,,279.86,,,,556.665,,,,234.95,,,
124.032,,,,90.06,,,,445.96,,,,194.848,,,
25.128,,,,158.99,,,,36.24,,,,9.984,,,
170.352,,,,291.1,,,,10.65,,,,14.98,,,
11.52,,,,155.88,,,,224.75,,,,1145.6,,,
69.264,,,,327.564,,,,280.782,,,,34.848,,,
236.5,,,,1522.638,,,,31.984,,,,22,,,
36.544,,,,173.94,,,,11.232,,,,4.368,,,
11.12,,,,34.65,,,,1649.95,,,,90.57,,,
5.92,,,,19.8,,,,111.9,,,,2.896,,,
30.18,,,,125.93,,,,599.165,,,,124.792,,,
10.11,,,,89.82,,,,46.53,,,,60.12,,,
12.672,,,,191.96,,,,588.784,,,,33.48,,,
5.184,,,,21.3,,,,20.936,,,,461.97,,,
37.296,,,,469.95,,,,33,,,,137.62,,,
17.96,,,,209.88,,,,249.95,,,,302.67,,,
5.04,,,,102.438,,,,86.2,,,,115.96,,,
208.16,,,,199.304,,,,122.352,,,,330.4,,,
146.76,,,,279.86,,,,123.92,,,,26.25,,,
