Sales 2016,Moving Average,Sales 2017,Moving Average,Sales 2018,Moving Average,Sales 2019,Moving Average,,,,,,,
262.336,88.2125,1036.624,294.94,253.372,84.995,12.39,97.4239,,,,,,,
148.48,125.024,563.808,420.7,7.216,71.727,47.3,100.9689,,,,,,,
241.176,168.428,206.43,452.6575,49.568,83.461,139.58,80.7975,,,,,,,
575.968,306.99,2025.36,958.0555,54.712,91.217,8.384,51.9135,,,,,,,
83.984,262.402,1799.994,1148.898,39.68,37.794,6.848,50.528,,,,,,,
10.368,227.874,101.988,1033.443,956.6648,275.1562,28.08,45.723,,,,,,,
49.12,179.86,262.864,1047.5515,754.45,451.3767,751.984,198.824,,,,,,,
18.28,40.438,284.364,612.3025,2396.4,1036.7987,1048.35,458.8155,,,,,,,
164.85,60.6545,26,168.804,230.376,1084.4727,4.91,458.331,,,,,,,
7.712,59.9905,12.672,146.475,9.664,847.7225,62.96,467.051,,,,,,,
249.75,110.148,3.366,81.6005,1.344,659.446,677.58,448.45,,,,,,,
255.936,169.562,94.85,34.222,8.272,62.414,13.896,189.8365,,,,,,,
178.384,172.9455,51.12,40.502,12.544,7.956,4.608,189.761,,,,,,,
15.552,174.9055,90,59.834,345,91.79,15.528,177.903,,,,,,,
6.928,114.2,4.608,60.1445,174.286,135.0255,11.952,11.496,,,,,,,
36.99,59.4635,7.92,38.412,662.84,298.6675,23.68,13.942,,,,,,,
629.1,172.1425,203.92,76.612,95.1,319.3065,2.376,13.384,,,,,,,
193.95,216.742,494.376,177.706,26.88,239.7765,10.368,12.094,,,,,,,
5.46,216.375,29.2,183.854,257.98,260.7,5.76,10.546,,,,,,,
11.264,209.9435,248.85,244.0865,492.835,218.19875,43.372,15.469,,,,,,,
23.84,58.6285,36.24,202.1665,29.12,201.70375,163.96,55.865,,,,,,,
7.488,12.013,19.194,83.371,14.272,198.55175,64.96,69.513,,,,,,,
698.352,185.236,121.792,106.519,451.136,246.84075,30.56,75.713,,,,,,,
108.92,209.65,25.344,50.6425,64.864,139.848,9.78,67.315,,,,,,,
56.65,217.8525,181.35,86.92,217.584,186.964,23.24,32.135,,,,,,,
14.97,219.723,8.64,84.2815,82.95,204.1335,4.842,17.1055,,,,,,,
4.02,46.14,68.94,71.0685,87.71,113.277,220.704,64.6415,,,,,,,
471.92,136.89,128.82,96.9375,1101.48,372.431,48.9,74.4215,,,,,,,
123.136,153.5115,50.8,64.3,300.93,393.2675,3.328,69.4435,,,,,,,
512.358,277.8585,30.44,69.75,719.96,552.52,933.262,301.5485,,,,,,,
20.88,282.0735,35.28,61.335,9.584,532.9885,2803.92,947.3525,,,,,,,
35.856,173.0575,19.44,33.99,7.38,259.4635,314.352,1013.7155,,,,,,,
3.488,143.1455,37.88,30.76,1117.92,463.711,4.608,1014.0355,,,,,,,
201.584,65.452,141.96,58.64,95.968,307.713,129.93,813.2025,,,,,,,
3.392,61.08,66.048,66.332,47.992,317.315,159.56,152.1125,,,,,,,
22.288,57.688,28.44,68.582,20.16,320.51,15.7,77.4495,,,,,,,
15.552,60.704,364.41,150.2145,29.46,48.395,59.52,91.1775,,,,,,,
11.648,13.22,39.96,124.7145,868.59,241.5505,34.4,67.295,,,,,,,
418.8,117.072,361.764,198.6435,12.96,232.7925,69.52,44.785,,,,,,,
509.488,238.872,17.94,196.0185,5.5,229.1275,763.44,231.72,,,,,,,
287.968,306.976,384.174,200.9595,121.6,252.1625,25.92,223.32,,,,,,,
13.12,307.344,1799.75,640.907,111.888,62.987,22.96,220.46,,,,,,,
10.75,205.3315,22.288,556.038,173.94,103.232,32.448,211.192,,,,,,,
11.62,80.8645,77.88,571.023,14.76,105.547,26.388,26.929,,,,,,,
83.25,29.685,43.56,485.8695,25.92,81.627,373.47,113.8165,,,,,,,
9.45,28.7675,5.84,37.392,705.544,230.041,64.2,124.1265,,,,,,,
20.65,31.2425,271.764,99.761,51.712,199.484,8,118.0145,,,,,,,
45.36,39.6775,15.24,84.101,1399.944,545.78,183.96,157.4075,,,,,,,
330.4,101.465,1408.1,425.236,5.98,540.795,17.61,68.4425,,,,,,,
604.752,250.2905,15.08,427.546,246.168,425.951,300.904,127.6185,,,,,,,
2.92,245.858,24.288,365.677,14.136,416.557,9.11,127.896,,,,,,,
15.552,238.406,4.304,362.943,601.47,216.9385,571.44,224.766,,,,,,,
16.032,159.814,29.9,18.393,14.94,219.1785,32.4,228.4635,,,,,,,
351.216,96.43,58.72,29.303,1349.85,495.099,16.91,157.465,,,,,,,
135.516,129.579,5.16,24.521,136.784,525.761,2.313,155.76575,,,,,,,
12.448,128.803,286.79,95.1425,61.12,390.6735,2.202,13.45625,,,,,,,
29.932,132.278,61.96,103.1575,16.99,391.186,9.396,7.70525,,,,,,,
139.44,79.334,361.96,178.9675,41.568,64.1155,243.16,64.26775,,,,,,,
6.912,47.183,278.82,247.3825,186.048,76.4315,23.16,69.4795,,,,,,,
27.096,50.845,47.952,187.673,36.792,70.3495,21.24,74.239,,,,,,,
177.568,87.754,408.422,274.2885,18.624,70.758,9.552,74.278,,,,,,,
38.272,62.462,382.116,279.3275,424.9575,166.605375,89.991,35.98575,,,,,,,
7.16,62.524,68.6,226.7725,10.86,122.808375,34.5,38.82075,,,,,,,
1091.168,328.542,435.504,323.6605,3.984,114.606375,6.68,35.18075,,,,,,,
487.984,406.146,11.168,224.347,370.62,202.605375,6.408,34.39475,,,,,,,
47.3,408.403,796.425,327.92425,2.742,97.0515,408.744,114.083,,,,,,,
4.13,407.6455,12.832,313.98225,79.512,114.2145,59.2,120.258,,,,,,,
155.12,173.6335,87.168,226.89825,28.352,120.3065,54.66,132.253,,,,,,,
55.92,65.6175,14.496,227.73025,95.952,51.6395,11.06,133.416,,,,,,,
31.984,61.7885,3.9,29.599,3.204,51.755,623.4648,187.0962,,,,,,,
27.888,67.728,801.96,226.881,3.98,32.872,772.68,365.4662,,,,,,,
6.456,30.562,191.96,253.079,15.48,29.654,68.541,368.93645,,,,,,,
52.68,29.752,2.61,250.1075,108.576,32.81,627.168,522.96345,,,,,,,
13.88,25.226,16.448,253.2445,109.9,59.484,122.12,397.62725,,,,,,,
13.494,21.6275,36.784,61.9505,30.352,66.077,152.94,242.69225,,,,,,,
11.52,22.8935,2.946,14.697,81.2,82.507,84.416,246.661,,,,,,,
10.368,12.3155,55.104,27.8205,46.72,67.043,191.968,137.861,,,,,,,
39.072,18.6135,8.688,25.8805,239.97,99.5605,1458.65,471.9935,,,,,,,
79.4,35.09,30.88,24.4045,76.92,111.2025,26.64,440.4185,,,,,,,
23.988,38.207,6.408,25.27,481.32,211.2325,476.8,538.5145,,,,,,,
34.176,44.159,44.46,22.609,54.5,213.1775,87.444,512.3835,,,,,,,
41.584,44.787,15.8,24.387,49.44,165.545,79.99,167.7185,,,,,,,
45.68,36.357,464.97,132.9095,154.44,184.925,419.944,266.0445,,,,,,,
39.48,40.23,181.96,176.7975,257.98,129.09,47.992,158.8425,,,,,,,
551.985,169.68225,12.39,168.78,23.988,121.462,3359.952,976.9695,,,,,,,
11.85,162.24875,84.09,185.8525,23.976,115.096,128.058,988.9865,,,,,,,
17.94,155.31375,79.36,89.45,783.96,272.476,81.08,904.2705,,,,,,,
1.984,145.93975,153.36,82.3,6.72,209.661,41.472,902.6405,,,,,,,
2.97,8.686,43.68,90.1225,298.776,278.358,65.232,78.9605,,,,,,,
6.912,7.4515,98.21,93.6525,302.376,347.958,207,98.696,,,,,,,
219.168,57.7585,59.994,88.811,108.336,179.052,147.92,115.406,,,,,,,
10.368,59.8545,439.992,160.469,55.92,191.352,104.28,131.108,,,,,,,
2060.744,574.298,87.96,171.539,78.304,136.234,286.85,186.5125,,,,,,,
273.96,641.06,15.488,150.8585,695.7,234.565,66.96,151.5025,,,,,,,
6.54,587.903,141.96,171.35,845.488,418.853,199.98,164.5175,,,,,,,
272.94,653.546,24.78,67.547,7.434,406.7315,37.44,147.8075,,,,,,,
259.136,203.144,19.14,50.342,64.784,403.3515,37.59,85.4925,,,,,,,
14.73,138.3365,899.97,271.4625,14.98,233.1715,26.032,75.2605,,,,,,,
107.44,163.5615,32.4,244.0725,20.32,26.8795,5.248,26.5775,,,,,,,
1049.97,357.819,41.96,248.3675,1603.136,425.805,74.416,35.8215,,,,,,,
13.904,296.511,636.86,402.7975,225.296,465.933,6.848,28.136,,,,,,,
2.368,293.4205,499.99,302.8025,14.72,465.868,7.996,23.627,,,,,,,
19.008,271.3125,1259.93,609.685,38.976,470.532,209.979,74.80975,,,,,,,
359.98,98.815,65.08,615.465,153.568,108.14,43.92,67.18575,,,,,,,
20.88,100.559,11.68,459.17,1013.488,305.188,127.92,97.45375,,,,,,,
3.81,100.9195,16.9,338.3975,52.34,314.593,34.24,104.01475,,,,,,,
5.98,97.6625,24.4,29.515,4.66,306.014,87.6,73.42,,,,,,,
70.56,25.3075,119.96,43.235,254.97,331.3645,10.272,65.008,,,,,,,
7.184,21.8835,665.88,206.785,25.44,84.3525,238.62,92.683,,,,,,,
6.28,22.501,269.982,270.0555,27.93,78.25,7.77,86.0655,,,,,,,
480.74,141.191,4.419,265.06025,6.96,78.825,285.48,135.5355,,,,,,,
6.096,125.075,16.032,239.07825,17.456,19.4465,19.168,137.7595,,,,,,,
141.4,158.629,29.79,80.05575,307.92,90.0665,5.904,79.5805,,,,,,,
4.464,158.175,11.76,15.50025,959.968,323.076,42.85,88.3505,,,,,,,
40.176,48.034,5.238,15.705,23.12,327.116,6.16,18.5205,,,,,,,
10.896,49.234,4.662,12.8625,37.464,332.118,17,17.9785,,,,,,,
9.345,16.22025,523.92,136.395,539.658,390.0525,87.4,38.3525,,,,,,,
49.632,27.51225,100.792,158.653,15.8,154.0105,58.48,42.26,,,,,,,
52.096,30.49225,146.136,193.8775,14.368,151.8225,180.96,85.96,,,,,,,
342.864,113.48425,19.824,197.668,70.448,160.0685,914.97,310.4525,,,,,,,
8.56,113.288,801.96,267.178,156.792,64.352,587.97,435.595,,,,,,,
239.97,160.8725,59.97,256.9725,431.976,168.396,530.34,553.56,,,,,,,
356.94,237.0835,1056.86,484.6535,35.89,173.7765,14.94,512.055,,,,,,,
9.98,153.8625,991.2,727.4975,47.208,167.9665,299.52,358.1925,,,,,,,
30.28,159.2925,879.984,747.0035,248.08,190.7885,20.768,216.392,,,,,,,
57.93,113.7825,12.96,735.251,189.7,130.2195,458.43,198.4145,,,,,,,
41.94,35.0325,76.14,490.071,59.808,136.199,18.28,199.2495,,,,,,,
137.24,66.8475,19.96,247.261,38.29,133.9695,1399.93,474.352,,,,,,,
17.248,63.5895,85.96,48.755,39.99,81.947,48.69,481.3325,,,,,,,
16.74,53.292,85.3,66.84,24.96,40.762,539.97,501.7175,,,,,,,
79.36,62.647,151.96,85.795,19.36,30.65,22.58,502.7925,,,,,,,
7.872,30.305,148.32,117.885,1267.65,337.99,440.19,262.8575,,,,,,,
53.82,39.448,240.784,156.591,12.99,331.24,64.4,266.785,,,,,,,
981.372,280.606,191.968,183.258,18.56,329.64,899.43,356.65,,,,,,,
56.52,274.896,11.56,148.158,449.15,437.0875,46.2,362.555,,,,,,,
43.02,283.683,11.8,114.028,31.248,127.987,47.952,264.4955,,,,,,,
286.344,341.814,842.352,264.42,61.44,140.0995,7.992,250.3935,,,,,,,
25.984,102.967,9.568,218.82,55.36,149.2995,76.864,44.752,,,,,,,
40.97,99.0795,82.368,236.522,207.48,88.882,3.76,34.142,,,,,,,
27.36,95.1645,364.704,324.748,191.82,129.025,14.7,25.829,,,,,,,
82.782,44.274,40.256,124.224,243.88,174.635,37.2,33.131,,,,,,,
104.85,63.9905,10.368,124.424,727.296,342.619,89.97,36.4075,,,,,,,
8.704,55.924,47.984,115.828,22.608,296.401,261.96,100.9575,,,,,,,
21.12,54.364,270.34,92.237,666.4,415.046,74,115.7825,,,,,,,
767.952,225.6565,98.112,106.701,403.168,454.868,58.17,121.025,,,,,,,
14.352,203.032,563.808,245.061,195.136,321.828,5.04,99.7925,,,,,,,
191.976,248.85,10.428,235.672,16.72,320.356,24.784,40.4985,,,,,,,
274.77,312.2625,547.136,304.871,517.9,283.231,29.592,29.3965,,,,,,,
22.96,126.0145,14.85,284.0555,5.28,183.759,4.752,16.042,,,,,,,
4.224,123.4825,41.988,153.6005,119.976,164.969,15.552,18.67,,,,,,,
375.34,169.3235,7.584,152.8895,114.46,189.404,39.96,22.464,,,,,,,
55.44,114.491,352.45,104.218,447.86,171.894,42.624,25.722,,,,,,,
20.928,113.983,61.68,115.9255,479.95,290.5615,220.96,79.774,,,,,,,
1801.632,563.335,63.96,121.4185,166.44,302.1775,56.704,90.062,,,,,,,
12.35,472.5875,28.752,126.7105,12.957,276.80175,11.12,82.852,,,,,,,
646.2,620.2775,27.216,45.402,15.712,168.76475,221.024,127.452,,,,,,,
20.016,620.0495,197.372,79.325,21.93,54.25975,36.048,81.224,,,,,,,
3.104,170.4175,38.28,72.905,242.94,73.38475,14.56,70.688,,,,,,,
7.52,169.21,149.95,103.2045,7.64,72.0555,3.048,68.67,,,,,,,
10.272,10.228,5.728,97.8325,51.84,81.0875,6.874,15.1325,,,,,,,
47.808,17.176,42.24,59.0495,265.17,141.8975,1.996,6.6195,,,,,,,
978.84,261.11,79.36,69.3195,837.6,290.5625,8.928,5.2115,,,,,,,
158.928,298.962,63.552,47.72,135.9,322.6275,17.24,8.7595,,,,,,,
32.4,304.494,41.376,56.632,34.68,318.3375,302.94,82.776,,,,,,,
404.9,393.767,172.704,89.248,532.704,385.221,34.75,90.9645,,,,,,,
9449.95,2511.5445,512.94,197.643,43.1,186.596,113.94,117.2175,,,,,,,
12.94,2475.0475,860.93,396.9875,15.88,156.591,55.98,126.9025,,,,,,,
35.91,2475.925,769.95,579.131,347.802,234.8715,344.704,137.3435,,,,,,,
67.344,2391.536,14.98,539.7,32.4,109.7955,706.86,305.371,,,,,,,
2624.985,685.29475,373.08,504.735,67.64,115.9305,114.95,305.6235,,,,,,,
14.48,685.67975,231.92,347.4825,119.976,141.9545,43.19,302.426,,,,,,,
45,687.95225,1.78,155.44,67,71.754,22.608,221.902,,,,,,,
209.97,723.60875,25.92,158.175,390.272,161.222,1.892,45.66,,,,,,,
57.42,81.7175,101.94,90.39,62.192,159.86,97.16,41.2125,,,,,,,
15.696,82.0215,6.848,34.122,3.168,130.658,281.34,100.75,,,,,,,
31.92,78.7515,17.12,37.957,528.43,246.0155,307.98,172.093,,,,,,,
85.44,47.619,542.94,167.212,13.392,151.7955,299.97,246.6125,,,,,,,
629.95,190.7515,8.64,143.887,23.34,142.0825,67.8,239.2725,,,,,,,
122.97,217.57,193.8,190.625,349.95,228.778,377.97,263.43,,,,,,,
49.25,221.9025,21.4,191.695,377.928,191.1525,1628.82,593.64,,,,,,,
10.16,203.0825,97.88,80.43,1.504,188.1805,286.93,590.38,,,,,,,
272.61,113.7475,251.91,141.2475,34.848,191.0575,681.408,743.782,,,,,,,
34.08,91.525,25.86,99.2625,3.984,104.566,3.52,650.1695,,,,,,,
196.21,128.265,24.816,100.1165,181.797,55.53325,5.58,244.3595,,,,,,,
806.336,327.309,204.85,126.859,44.94,66.39225,36.32,181.707,,,,,,,
31.104,266.9325,9.156,66.1705,45.576,69.07425,195.64,60.265,,,,,,,
9.42,260.7675,80.88,79.9255,318.43,147.68575,38.016,68.889,,,,,,,
6.56,213.355,599.9,223.6965,122.92,132.9665,95.992,91.492,,,,,,,
24.56,17.911,72.744,190.67,7.068,123.4985,13.216,85.716,,,,,,,
62.28,25.705,572.16,331.421,56.45,126.217,314.352,115.394,,,,,,,
47.96,35.34,25.032,317.459,113.888,75.0815,27.888,112.862,,,,,,,
11.352,36.538,999.98,417.479,105.584,70.7475,133.12,122.144,,,,,,,
20.808,35.6,821.94,604.778,24.85,75.193,26.16,125.38,,,,,,,
43.92,31.01,7.04,463.498,107.984,88.0765,131.94,79.777,,,,,,,
20.232,24.078,5.04,458.5,19.296,64.4285,25.92,79.285,,,,,,,
211.248,74.052,116.28,237.575,79.974,58.026,704.76,222.195,,,,,,,
5.552,70.238,47.976,44.084,2.946,52.55,7.41,217.5075,,,,,,,
11.36,62.098,3080,812.324,3.136,26.338,21.5,189.8975,,,,,,,
2.952,57.778,79.96,831.054,10.08,24.034,518.272,312.9855,,,,,,,
3.69,5.8885,587.97,948.9765,11.68,6.9605,6.98,138.5405,,,,,,,
1103.97,280.493,13.96,940.4725,232.4,64.324,343.2,222.488,,,,,,,
14.04,281.163,27.414,177.326,86.45,85.1525,41.28,227.433,,,,,,,
30.96,288.165,73.98,175.831,122.97,113.375,8.288,99.937,,,,,,,
383.96,383.2325,160.98,69.0835,244.615,171.60875,1123.128,378.974,,,,,,,
666.344,273.826,17.34,69.9285,59.97,128.50125,64.9,309.399,,,,,,,
195.136,319.1,3.28,63.895,81.54,127.27375,520.05,429.0915,,,,,,,
21.936,316.844,8.856,47.614,11.68,99.45125,17.97,431.512,,,,,,,
19.44,225.714,158.376,46.963,29,45.5475,181.986,196.2265,,,,,,,
447.968,171.12,3.168,43.42,15.712,34.483,1.592,180.3995,,,,,,,
16.78,126.531,19.44,47.46,89.97,36.5905,22.344,55.973,,,,,,,
23.976,127.041,454.86,158.961,3.208,34.4725,68.46,68.5955,,,,,,,
33.29,130.5035,91.392,142.215,26.176,33.7665,49.56,35.489,,,,,,,
16.28,22.5815,73.28,159.743,9.552,32.2265,9.84,37.551,,,,,,,
62.94,34.1215,11.952,157.871,1287.45,331.5965,2.78,32.66,,,,,,,
270.72,95.8075,15.552,48.044,111.672,358.7125,171.288,58.367,,,,,,,
91.36,110.325,322.59,105.8435,65.79,368.616,1.824,46.433,,,,,,,
19.92,111.235,47.984,99.5195,271.984,434.224,18.32,48.553,,,,,,,
89.712,117.928,26.064,103.0475,11.76,115.3015,48.816,60.062,,,,,,,
152.24,88.308,16.52,103.2895,77.52,106.7635,1.188,17.537,,,,,,,
152.91,103.6955,671.94,190.627,48.64,102.476,29.84,24.541,,,,,,,
21.24,104.0255,19.44,183.491,1.81,34.9325,663.92,185.941,,,,,,,
5.78,83.0425,31.104,184.751,8.26,34.0575,120,203.737,,,,,,,
107.94,71.9675,54.816,194.325,262.24,80.2375,3.29,204.2625,,,,,,,
19.65,38.6525,56.3,40.415,182.72,113.7575,18.84,201.5125,,,,,,,
617.97,187.835,21.12,40.835,131.6,146.205,50.136,48.0665,,,,,,,
59.7,201.315,696.42,207.164,22.72,149.82,208.44,70.1765,,,,,,,
575.92,318.31,304.776,269.654,558.4,223.86,25.76,75.794,,,,,,,
30.4,320.9975,51.98,268.574,84.784,199.376,23.08,76.854,,,,,,,
92.94,189.74,21.93,268.7765,70.88,184.196,12.96,67.56,,,,,,,
5.484,176.186,7.31,96.499,27.264,185.332,58.34,30.035,,,,,,,
15.552,36.094,799.984,220.301,16.496,49.856,539.97,158.5875,,,,,,,
78.35,48.0815,41.28,217.626,5.08,29.93,25.92,159.2975,,,,,,,
31.68,32.7665,184.66,258.3085,133.38,45.555,98.16,180.5975,,,,,,,
29.12,38.6755,9.24,258.791,16.74,42.924,31.44,173.8725,,,,,,,
169.45,77.15,61.584,74.191,34.95,47.5375,35,47.63,,,,,,,
24.9,63.7875,55.944,77.857,152,84.2675,477.15,160.4375,,,,,,,
659.988,220.8645,10.688,34.364,8.56,53.0625,302.376,211.4915,,,,,,,
17.856,218.0485,11.824,35.01,45.36,60.2175,477.3,322.9565,,,,,,,
36.288,184.758,9.762,22.0545,1421.664,406.896,27.192,321.0045,,,,,,,
46.44,190.143,692.472,181.1865,7.92,370.876,12.06,204.732,,,,,,,
12.96,28.386,3.592,179.4125,36.192,377.784,301.96,204.628,,,,,,,
25.92,30.402,48.632,188.6145,513.024,494.7,54.368,98.895,,,,,,,
21.312,26.658,246.1328,247.7072,487.92,261.264,247.44,153.957,,,,,,,
173.656,58.462,11.696,77.5132,15.24,263.094,106.869,177.65925,,,,,,,
361.96,145.712,439.992,186.6132,209.97,306.5385,3.564,103.06025,,,,,,,
853.092,352.505,33.28,182.7752,62.94,194.0175,195.96,138.45825,,,,,,,
818.376,551.771,14.088,124.764,25.92,78.5175,15.552,80.48625,,,,,,,
20.34,513.442,20.96,127.08,900.08,299.7275,271.968,121.761,,,,,,,
15.552,426.84,88.752,39.27,66.3,263.81,27.46,127.735,,,,,,,
114.2,242.117,304.23,107.0075,30.816,255.779,125.13,110.0275,,,,,,,
17.96,42.013,167.86,145.4505,44.784,260.495,13.872,109.6075,,,,,,,
34.86,45.643,14.952,143.9485,569.536,177.859,115.96,70.6055,,,,,,,
12.67,44.9225,323.982,202.756,40.46,171.399,25.92,70.2205,,,,,,,
70.71,34.05,2.286,127.27,404.94,264.93,53.424,52.294,,,,,,,
15.28,33.38,14.352,88.893,116,282.734,65.424,65.182,,,,,,,
31.984,32.661,71.976,103.149,657.552,304.738,23.55,42.0795,,,,,,,
41.88,39.9635,50.88,34.8735,38.24,304.183,43.41,46.452,,,,,,,
12.84,25.496,27.312,41.13,21.4,208.298,6.24,34.656,,,,,,,
49.568,34.068,7.92,39.522,54.9,193.023,465.16,134.59,,,,,,,
42.368,36.664,14.368,25.12,40.74,38.82,7.98,130.6975,,,,,,,
100.704,51.37,107.97,39.3925,5.352,30.598,241.96,180.335,,,,,,,
57.69,62.5825,113.82,61.0195,99.372,50.091,3.89,179.7475,,,,,,,
9.584,52.5865,1598.058,458.554,2.672,37.034,8.01,65.46,,,,,,,
22.83,47.702,36.96,464.202,45.528,38.231,156.792,102.663,,,,,,,
13.62,25.931,17.48,441.5795,844.116,247.922,35.36,51.013,,,,,,,
45.248,22.8205,71.88,431.0945,812.736,426.263,13.592,53.4385,,,,,,,
33.088,28.6965,60.45,46.6925,12.96,428.835,37.52,60.816,,,,,,,
80.98,43.234,253.176,100.7465,3.96,418.443,204.6664,72.7846,,,,,,,
339.96,124.819,2.88,97.0965,15.008,211.166,35.1,72.7196,,,,,,,
21.36,118.847,384.944,175.3625,4.784,9.178,17.48,73.6916,,,,,,,
62.048,126.087,153.584,198.646,4.73,7.1205,3.798,65.2611,,,,,,,
821.88,311.312,913.43,363.7095,7.89,8.103,27.744,21.0305,,,,,,,
10.72,229.002,34.8,371.6895,65.5,20.726,158.376,51.8495,,,,,,,
200.795,273.86075,38.976,285.1975,2430.08,627.05,53.9,60.9545,,,,,,,
221.92,313.82875,40.92,257.0315,465.18,742.1625,324.744,141.191,,,,,,,
8.448,110.47075,12.56,31.814,22.428,745.797,1925.88,615.725,,,,,,,
0.852,108.00375,6.48,24.734,37.52,738.802,2405.2,1177.431,,,,,,,
36.288,66.877,186.69,61.6625,29.34,138.617,83.97,1184.9485,,,,,,,
429.9,118.872,129.568,83.8245,58.416,36.926,39.89,1113.735,,,,,,,
161.96,157.25,6.368,82.2765,9.555,33.70775,17.38,636.61,,,,,,,
1117.92,436.517,3.304,81.4825,40.776,34.52175,2.97,36.0525,,,,,,,
1740.06,862.46,16.27,38.8775,63.936,43.17075,27.44,21.92,,,,,,,
123.144,785.771,69.12,23.7655,9.216,30.87075,25.344,18.2835,,,,,,,
783.96,941.271,4.47,23.291,41.958,38.9715,43.92,24.9185,,,,,,,
48.896,674.015,11.96,25.455,89.568,51.1695,25.344,30.512,,,,,,,
7.856,240.964,105.98,47.8825,22.248,40.7475,10.688,26.324,,,,,,,
182.94,255.913,493.92,154.0825,334.88,122.1635,35.168,28.78,,,,,,,
742.336,245.507,383.607,248.86675,148.288,148.746,1099.5,292.675,,,,,,,
975.92,477.263,148.48,282.99675,4.624,127.51,44.75,297.5265,,,,,,,
966.7,716.974,537.544,390.88775,178.92,166.678,11.96,297.8445,,,,,,,
1.476,671.608,1.928,267.88975,69.888,100.43,3.912,290.0305,,,,,,,
40.712,496.202,6.912,173.716,33.8,71.808,4.554,16.294,,,,,,,
62.808,267.924,7.76,138.536,377.97,165.1445,5.2,6.4065,,,,,,,
18.264,30.815,659.168,168.942,8.872,122.6325,205.992,54.9145,,,,,,,
34.656,39.11,31.56,176.35,121.104,135.4365,15.552,57.8245,,,,,,,
81.552,49.32,27.92,181.602,9.84,129.4465,503.96,182.676,,,,,,,
227.136,90.402,271.44,247.522,2.694,35.6275,24.472,187.494,,,,,,,
69.52,103.216,110.352,110.318,232.96,91.6495,241.568,196.388,,,,,,,
5.64,95.962,36.4,111.528,66.54,78.0085,110.4,220.1,,,,,,,
245.88,137.044,10.476,107.167,43.26,86.3635,384.768,190.302,,,,,,,
36.63,89.4175,21.24,44.617,15.168,89.482,78.66,203.849,,,,,,,
22.58,77.6825,127.96,49.019,5.04,32.502,45.36,154.797,,,,,,,
12.39,79.37,113.1,68.194,249.95,78.3545,136.26,161.262,,,,,,,
7.184,19.696,239.7,125.5,33.4,75.8895,31.984,73.066,,,,,,,
263.96,76.5285,150.98,157.935,18.92,76.8275,71.984,71.397,,,,,,,
71.632,88.7915,137.25,160.2575,15.42,79.4225,12.48,63.177,,,,,,,
9.328,88.026,11.52,134.8625,18.72,21.615,8.64,31.272,,,,,,,
5.88,87.7,18.272,79.5055,360.38,103.36,6.37,24.8685,,,,,,,
172.764,64.901,153.728,80.1925,11.16,101.42,108.08,33.8925,,,,,,,
303.84,122.953,12.224,48.936,14.94,101.3,9.54,33.1575,,,,,,,
485.88,242.091,167.944,88.042,129.98,129.115,30.336,38.5815,,,,,,,
785.88,437.091,45.99,94.9715,32.54,47.155,470.376,154.583,,,,,,,
8.94,396.135,535.41,190.392,10.9,47.09,20.736,132.747,,,,,,,
17.472,324.543,6.096,188.86,59.98,58.35,4.95,131.5995,,,,,,,
758.352,392.661,45.36,158.214,61.929,41.33725,26.4,130.6155,,,,,,,
76.776,215.385,134.376,180.3105,16.52,37.33225,1.624,13.4275,,,,,,,
61.568,228.542,589.9,193.933,60.12,49.63725,23.76,14.1835,,,,,,,
6.192,225.722,542.94,328.144,49.536,47.02625,85.056,34.21,,,,,,,
114.2,64.684,77.55,336.1915,118.25,61.1065,381.576,123.004,,,,,,,
60.672,60.658,17.14,306.8825,368.97,149.219,10.36,125.188,,,,,,,
7.968,47.258,586.398,306.007,42.784,144.885,12.176,122.292,,,,,,,
1487.04,417.47,80.98,190.517,563.43,273.3585,1497.666,475.4445,,,,,,,
22.92,394.65,6.368,172.7215,111.104,271.572,17.52,384.4305,,,,,,,
269.9,446.957,558.4,308.0365,241.96,239.8195,89.544,404.2265,,,,,,,
11.808,447.917,59.904,176.413,8.52,231.2535,35.168,409.9745,,,,,,,
9.588,78.554,23.696,162.092,99.372,115.239,72.588,53.705,,,,,,,
57.75,87.2615,7.968,162.492,1.344,87.799,23.976,55.319,,,,,,,
14.94,23.5215,18.2,27.442,2003.52,528.189,108.925,60.16425,,,,,,,
699.93,195.552,27.552,19.354,82.368,546.651,36.352,60.46025,,,,,,,
254.9,256.88,844.116,224.459,1085.42,793.163,720.76,222.50325,,,,,,,
22.96,248.1825,76.752,241.655,3.912,793.805,49.12,228.78925,,,,,,,
29.24,251.7575,29.52,244.485,62.376,308.519,29.6,208.958,,,,,,,
18.06,81.29,302.94,313.332,29.05,295.1895,514.165,328.41125,,,,,,,
79.14,37.35,142.36,137.893,102.592,49.4825,279.96,218.21125,,,,,,,
127.95,63.5975,546.66,255.37,22.704,54.1805,132.52,239.06125,,,,,,,
40.56,66.4275,212.13,301.0225,93.024,61.8425,16.4,235.76125,,,,,,,
17.94,66.3975,201.584,275.6835,12.768,57.772,40.032,117.228,,,,,,,
242.94,107.3475,8.22,242.1485,35.008,40.876,1347.52,384.118,,,,,,,
5.22,76.665,45.36,116.8235,39.152,44.988,8.4,353.088,,,,,,,
14.4,70.125,947.17,300.5835,823.96,227.722,88.776,371.182,,,,,,,
52.064,78.656,61.96,265.6775,15.984,228.526,11.56,364.064,,,,,,,
