Sales 2016,Quantity 2016,Discount 2016,Profit 2016,Sales 2017,Quantity 2017,Discount 2017,Profit 2017,Sales 2018,Quantity 2018,Discount 2018,Profit 2018,Sales 2019,Quantity 2019,Discount 2019,Profit 2019,,,,,,,
1.365,1,0.7,-0.91,33.4,5,0,16.032,49.12,4,0,23.0864,124.404,4,0.3,-21.3264,,,,,,,
62.016,2,0.2,22.4808,210.84,4,0,103.3116,10.56,2,0,4.752,2.864,4,0.8,-4.5824,,,,,,,
53.2,5,0,14.896,119.85,3,0,52.734,3.744,4,0.7,-2.6208,94.192,7,0.8,-164.836,,,,,,,
146.82,3,0,73.41,30.44,2,0,14.9156,4.08,2,0,1.9176,2.112,2,0.8,-3.3792,,,,,,,
563.94,3,0,112.788,69.28,2,0,33.2544,18.9,3,0,8.694,29.97,3,0,14.0859,,,,,,,
15.66,6,0,7.2036,587.97,3,0,170.5113,2275.5,10,0,386.835,526.344,4,0.3,-75.192,,,,,,,
603.92,5,0.2,75.49,12.176,1,0.2,4.4138,1979.7,6,0,653.301,13.128,3,0.2,4.2666,,,,,,,
58.48,8,0,27.4856,37.32,3,0,10.4496,62.1,6,0,29.808,11.68,2,0,5.4896,,,,,,,
6999.96,4,0,2239.9872,35.06,2,0,10.518,68.95,5,0,28.959,159.75,5,0,11.1825,,,,,,,
12.96,2,0,6.2208,2.412,1,0.7,-2.01,296.37,3,0,80.0199,41.4,4,0,19.872,,,,,,,
112.648,1,0.2,11.2648,8.39,1,0,2.0975,39.98,2,0,1.999,13.92,3,0.2,4.35,,,,,,,
223.056,9,0.2,69.705,337.98,2,0,101.394,9.216,4,0.2,3.3408,63.312,3,0.2,20.5764,,,,,,,
23.968,2,0.2,7.7896,56.3,2,0,15.764,28.048,2,0.2,3.506,399.95,5,0,143.982,,,,,,,
521.96,4,0.5,-250.5408,311.15,5,0,146.2405,187.056,9,0.2,11.691,15.192,3,0.2,5.5071,,,,,,,
7.83,3,0,3.6018,12.96,2,0,6.3504,33.568,2,0.2,11.7488,58.32,9,0,27.9936,,,,,,,
159.98,2,0,57.5928,177.48,3,0.2,19.9665,63.94,1,0,24.9366,121.536,4,0.2,15.192,,,,,,,
717.72,3,0.2,71.772,454.272,8,0.2,-73.8192,60.6,5,0.2,20.4525,2399.96,5,0.2,839.986,,,,,,,
102.624,3,0.2,7.6968,23.52,5,0.2,8.526,22.72,4,0,6.5888,20.23,7,0,9.5081,,,,,,,
10.984,2,0.6,-7.9634,180.96,5,0.2,13.572,41.92,4,0.2,15.196,3.304,1,0.2,1.0738,,,,,,,
13.392,3,0.2,3.1806,7.104,6,0.2,2.4864,329.584,2,0.2,37.0782,20.096,4,0.2,3.0144,,,,,,,
19.44,3,0,9.5256,10.76,2,0,5.1648,87.28,8,0,41.0216,37.752,3,0.2,4.2471,,,,,,,
8.288,2,0.2,2.6936,45.68,2,0,21.0128,27.24,5,0.2,9.534,138.588,1,0.4,-34.647,,,,,,,
345,5,0,58.65,6.7,1,0,2.211,70.56,6,0,23.9904,259.92,5,0.2,-25.992,,,,,,,
9.96,2,0,4.8804,158.376,3,0.2,13.8579,81.96,2,0,22.9488,20.736,4,0.2,7.2576,,,,,,,
797.944,4,0.3,-56.996,3.44,2,0.2,0.559,151.192,1,0.2,13.2293,298.116,6,0.3,-4.2588,,,,,,,
17.9,5,0,8.95,84.96,6,0.2,6.372,15.54,3,0,7.6146,1649.95,5,0,659.98,,,,,,,
3266.376,3,0.2,1061.5722,131.98,2,0,35.6346,105.552,6,0.2,35.6238,362.352,3,0.2,45.294,,,,,,,
629.064,3,0.2,31.4532,114.52,7,0,11.452,25.92,5,0.2,9.072,91.032,3,0.2,-2.2758,,,,,,,
67.9932,1,0.32,-12.9987,962.08,4,0.2,156.338,15.808,8,0.2,5.3352,14.89,1,0,4.0203,,,,,,,
10.78,5,0.8,-17.248,12.843,3,0.7,-9.8463,10.368,2,0.2,3.7584,543.92,8,0,135.98,,,,,,,
25.78,2,0,2.578,295.456,14,0.2,96.0232,63.2,5,0,23.384,23.88,3,0,10.5072,,,,,,,
2.502,3,0.7,-2.0016,20.94,3,0,6.0726,39,12,0,11.31,26.2,4,0,12.052,,,,,,,
132.16,1,0.2,9.912,135.09,9,0,62.1414,2.907,3,0.7,-2.0349,12.96,2,0,6.2208,,,,,,,
17.904,6,0.8,-31.332,279.86,14,0,64.3678,556.665,5,0.15,6.549,234.95,5,0,32.893,,,,,,,
124.032,4,0.2,44.9616,90.06,6,0,41.4276,445.96,5,0.2,55.745,194.848,4,0.2,12.178,,,,,,,
25.128,3,0.6,-6.9102,158.99,1,0,41.3374,36.24,1,0,15.2208,9.984,4,0.2,3.6192,,,,,,,
170.352,3,0.2,19.1646,291.1,5,0,75.686,10.65,3,0,5.0055,14.98,1,0,4.1944,,,,,,,
11.52,4,0,3.2256,155.88,6,0,38.97,224.75,5,0,62.93,1145.6,4,0.2,100.24,,,,,,,
69.264,2,0.1,14.6224,327.564,4,0.1,21.8376,280.782,3,0.4,-60.8361,34.848,2,0.2,6.534,,,,,,,
236.5,10,0,68.585,1522.638,9,0.1,169.182,31.984,2,0.2,1.1994,22,5,0.2,1.375,,,,,,,
36.544,2,0.2,11.8768,173.94,6,0,50.4426,11.232,3,0.2,3.9312,4.368,3,0.2,0.3822,,,,,,,
11.12,4,0,5.4488,34.65,3,0,9.702,1649.95,5,0,659.98,90.57,3,0,11.7741,,,,,,,
5.92,4,0,2.8416,19.8,5,0.2,1.7325,111.9,6,0,51.474,2.896,2,0.2,0.4706,,,,,,,
30.18,3,0,13.8828,125.93,7,0,35.2604,599.165,5,0.15,35.245,124.792,1,0.2,15.599,,,,,,,
10.11,3,0,3.2352,89.82,6,0,25.1496,46.53,3,0,12.0978,60.12,9,0,22.2444,,,,,,,
12.672,3,0.2,4.4352,191.96,2,0,51.8292,588.784,2,0.2,183.995,33.48,2,0,16.4052,,,,,,,
5.184,1,0.2,1.8144,21.3,3,0,9.798,20.936,1,0.2,7.0659,461.97,3,0,133.9713,,,,,,,
37.296,2,0.3,-1.0656,469.95,5,0,131.586,33,6,0,8.25,137.62,2,0,60.5528,,,,,,,
17.96,5,0.2,5.837,209.88,3,0,35.6796,249.95,5,0,87.4825,302.67,3,0,72.6408,,,,,,,
5.04,2,0,0.1512,102.438,1,0.3,-13.1706,86.2,5,0,24.998,115.96,2,0,25.5112,,,,,,,
208.16,1,0,56.2032,199.304,4,0.3,-8.5416,122.352,3,0.2,13.7646,330.4,2,0,85.904,,,,,,,
146.76,3,0,38.1576,279.86,14,0,134.3328,123.92,5,0.2,9.294,26.25,7,0,12.6,,,,,,,
22.96,2,0,4.3624,7.38,5,0.7,-5.412,128.4,3,0,62.916,76.776,4,0.7,-53.7432,,,,,,,
587.97,3,0,164.6316,438.368,4,0.2,38.3572,61.96,2,0,27.882,89.95,5,0,43.176,,,,,,,
14.94,3,0,7.0218,139.944,7,0.2,-31.4874,17.92,4,0,8.6016,54.816,3,0.2,17.8152,,,,,,,
13.28,2,0,6.3744,133.472,4,0.2,15.0156,1319.96,4,0,527.984,41.424,2,0.2,8.2848,,,,,,,
25.5,3,0,6.63,39.66,2,0,11.898,21.552,6,0.2,7.0044,36.792,1,0.2,4.1391,,,,,,,
305.9745,3,0.15,25.1979,113.92,2,0,33.0368,58.24,4,0,15.7248,56.56,2,0,15.2712,,,,,,,
40.096,14,0.2,14.5348,447.86,7,0,210.4942,80.28,12,0,36.9288,36.96,7,0,11.4576,,,,,,,
4.72,2,0.2,1.652,265.86,7,0,79.758,179.94,6,0,75.5748,17.52,4,0,8.4096,,,,,,,
23.976,3,0.2,7.4925,67.96,4,0,12.2328,26.85,3,0,5.1015,155.88,6,0,54.558,,,,,,,
479.984,2,0.2,89.997,10.92,6,0,4.914,323.37,3,0,129.348,285.576,4,0.4,-57.1152,,,,,,,
479.9,5,0,81.583,83.9,2,0,22.653,59.94,3,0,28.1718,11.54,1,0,5.5392,,,,,,,
177,3,0,30.09,19.75,5,0,5.135,64.14,3,0,30.7872,849.95,5,0,390.977,,,,,,,
14.576,2,0.2,2.3686,393.54,3,0,165.2868,11.67,3,0,5.6016,11.01,3,0,5.3949,,,,,,,
1261.33,7,0,327.9458,180.016,1,0.2,-15.7514,12.96,2,0,6.2208,95.984,2,0.2,5.999,,,,,,,
130.464,6,0.2,44.0316,41.552,2,0.6,-19.7372,455.97,6,0.5,-218.8656,271.96,5,0.2,16.9975,,,,,,,
23.472,3,0.2,8.802,13.12,5,0.2,1.476,10.44,6,0.7,-7.656,1439.982,3,0.4,-263.9967,,,,,,,
6.57,3,0.7,-5.037,1117.92,4,0,55.896,5.214,2,0.7,-4.1712,36.288,7,0.2,12.7008,,,,,,,
61.96,2,0,27.882,163.136,4,0.2,20.392,383.64,6,0,122.7648,54.896,2,0.2,18.5274,,,,,,,
1.344,1,0.2,0.4704,6.408,4,0.7,-4.9128,56.52,3,0,15.8256,186.54,3,0,50.3658,,,,,,,
12.42,3,0,4.4712,217.584,2,0.2,19.0386,8,5,0,3.44,183.372,2,0.3,-36.6744,,,,,,,
124.41,3,0,14.9292,5.43,3,0,1.7919,34.05,3,0,9.534,51.75,5,0,24.84,,,,,,,
88.768,2,0.2,31.0688,143.976,3,0.2,8.9985,352.38,2,0,81.0474,123.96,3,0,11.1564,,,,,,,
19.68,6,0,6.4944,883.84,4,0.2,99.432,14.16,1,0.2,1.062,99.87,3,0,23.9688,,,,,,,
26.632,1,0.2,1.3316,230.352,3,0.2,20.1558,79.92,5,0.2,27.972,39.816,3,0.2,7.4655,,,,,,,
247.84,8,0,121.4416,6.129,3,0.7,-4.4946,17.088,2,0.2,1.068,16.06,1,0,4.1756,,,,,,,
9.912,3,0.2,3.3453,643.136,4,0.2,56.2744,98.392,1,0.2,-11.0691,16.52,5,0.2,5.369,,,,,,,
8.16,5,0.7,-5.712,20.736,4,0.2,7.2576,117.96,2,0,5.898,7.968,2,0.2,2.8884,,,,,,,
657.93,5,0.3,-93.99,11.696,2,0.2,3.9474,21.3,5,0,8.733,8.784,1,0.2,3.1842,,,,,,,
9.24,1,0.2,0.924,35.88,6,0,16.146,1040.8,5,0,281.016,3.318,3,0.8,-5.6406,,,,,,,
4007.84,10,0.2,-50.098,17.64,4,0,8.1144,29.34,6,0,7.9218,13.76,2,0,6.3296,,,,,,,
141.96,2,0,39.7488,129.93,3,0,12.993,499.95,5,0,174.9825,151.056,9,0.2,7.5528,,,,,,,
21.4,5,0,6.206,69.93,7,0,31.4685,3.04,1,0,1.0336,125.88,6,0,60.4224,,,,,,,
12.6,2,0,5.796,140.736,4,0.2,12.3144,201.96,2,0,50.49,79.78,2,0,29.5186,,,,,,,
145.98,2,0.5,-99.2664,21.488,2,0.2,1.6116,68.64,11,0,17.16,133.2,9,0,66.6,,,,,,,
1023.936,8,0.2,179.1888,239.976,3,0.2,26.9973,100,4,0,21,145.74,3,0,23.3184,,,,,,,
479.04,10,0.2,-29.94,34.504,2,0.6,-15.5268,359.98,2,0,21.5988,15.4,5,0,7.392,,,,,,,
8.64,3,0,2.4192,20.104,2,0.6,-16.5858,815.292,9,0.4,-339.705,115.296,3,0.2,40.3536,,,,,,,
15.12,3,0.2,4.914,3.798,1,0.8,-6.0768,10.528,7,0.2,3.6848,824.95,5,0,247.485,,,,,,,
60.312,3,0.2,5.2773,7.88,5,0.6,-3.94,7.04,4,0,3.0976,24.64,8,0,11.8272,,,,,,,
44.672,8,0.2,-10.0512,98.376,3,0.2,35.6613,45.24,4,0.7,-30.16,227.88,6,0,68.364,,,,,,,
292.1,4,0.5,-175.26,22.38,3,0.6,-7.833,18.688,4,0.2,2.336,70.12,4,0,21.036,,,,,,,
179.97,3,0,86.3856,98.46,9,0,49.23,11.648,2,0.2,3.7856,79.992,1,0.2,21.9978,,,,,,,
559.71,3,0.4,-121.2705,358.58,2,0,39.4438,112.776,3,0.2,-8.4582,11.68,2,0,5.4896,,,,,,,
37.84,2,0.2,2.838,8.016,3,0.2,1.002,377.45,5,0.5,-264.215,104.8,10,0,26.2,,,,,,,
5.472,6,0.2,1.8468,11.12,4,0,2.8912,15.936,4,0.2,5.1792,159.96,5,0.2,17.9955,,,,,,,
8.544,2,0.6,-7.476,14.832,3,0.7,-10.3824,28.68,3,0.2,-7.17,13.76,2,0.2,4.644,,,,,,,
424.116,6,0.3,-30.294,4.98,1,0,2.3406,21.44,2,0.2,7.504,63.96,4,0,19.8276,,,,,,,
392.94,3,0,43.2234,131.376,6,0.6,-95.2476,511.056,9,0.2,-95.823,244.55,5,0,114.9385,,,,,,,
2.892,3,0.8,-4.9164,5.344,1,0.2,1.8704,18.656,2,0.2,1.3992,119.448,3,0.2,-13.4379,,,,,,,
381.72,5,0.2,-66.801,2003.92,5,0.2,125.245,11.088,7,0.7,-8.1312,118.16,2,0.2,-25.109,,,,,,,
137.54,2,0,55.016,32.4,5,0,15.552,66.688,1,0.2,4.168,707.88,3,0.2,44.2425,,,,,,,
730.2,4,0,94.926,1913.4,9,0,401.814,99.488,2,0.2,8.7052,11.952,3,0.2,4.1832,,,,,,,
1279.968,4,0.2,415.9896,146.73,3,0,2.9346,14.62,2,0,6.8714,31.128,3,0.2,11.673,,,,,,,
1856.19,7,0,334.1142,114.2,5,0,52.532,53.984,14,0.2,17.5448,55.76,4,0,7.8064,,,,,,,
1025.88,6,0,235.9524,2567.84,8,0,770.352,389.97,3,0,132.5898,24.56,2,0,11.5432,,,,,,,
603.92,5,0.2,-67.941,602.651,7,0.3,-163.5767,12.96,2,0,6.2208,51.75,1,0,15.525,,,,,,,
99.98,2,0,7.9984,7.656,6,0.8,-13.0152,20.44,7,0,9.198,207.184,1,0.2,25.898,,,,,,,
381.44,2,0.2,23.84,559.93,7,0,167.979,109.92,2,0,53.8608,1473.1,5,0,412.468,,,,,,,
191.88,6,0,19.188,55.984,2,0.2,4.1988,6.38,1,0,2.9348,70.08,6,0,35.04,,,,,,,
176.772,3,0.8,-459.6072,24.588,2,0.7,-18.0312,6.48,1,0,3.1104,121.3,2,0,25.473,,,,,,,
251.964,6,0.4,-50.3928,491.55,5,0,240.8595,71.088,2,0.2,-1.7772,1454.49,9,0,378.1674,,,,,,,
6.368,2,0.6,-2.5472,7.38,2,0,3.3948,11.84,1,0.2,4.44,177.2,5,0,83.284,,,,,,,
257.98,2,0,74.8142,23.66,7,0,10.8836,40.752,3,0.2,15.282,29.664,4,0.2,10.0116,,,,,,,
92.52,6,0,24.9804,681.408,12,0.2,42.588,139.96,5,0.2,-22.7435,9.184,7,0.2,2.87,,,,,,,
795.408,6,0.2,59.6556,623.96,5,0.2,38.9975,12.96,2,0,6.2208,153.584,2,0.2,13.4386,,,,,,,
45,3,0,4.95,2.48,2,0,1.1656,38.376,3,0.2,13.4316,12.864,8,0.8,-22.512,,,,,,,
119.976,3,0.2,-17.9964,221.024,2,0.2,-55.256,249.584,2,0.2,31.198,477.51,11,0,219.6546,,,,,,,
155.372,2,0.3,-35.5136,128.058,3,0.3,-23.7822,68.112,3,0.2,17.8794,25.92,4,0,12.4416,,,,,,,
319.968,4,0.2,71.9928,479.988,2,0.4,55.9986,16.56,3,0.2,-2.484,20.736,4,0.2,7.2576,,,,,,,
11.43,3,0,5.3721,11.808,3,0.2,4.1328,44.4,3,0,22.2,542.94,3,0,152.0232,,,,,,,
30.44,2,0,14.9156,53.568,4,0.2,19.4184,20.65,5,0,9.499,54.92,4,0,19.7712,,,,,,,
12.96,2,0,6.3504,503.96,5,0.2,50.396,866.4,4,0,225.264,17.52,3,0,5.256,,,,,,,
16,4,0,7.68,21.34,2,0,9.8164,481.32,4,0,125.1432,1779.9,5,0,373.779,,,,,,,
32.67,3,0,8.4942,15.51,1,0,4.3428,6.384,1,0.2,2.1546,219.9,5,0,59.373,,,,,,,
6.28,1,0,2.6376,146.82,3,0,73.41,60.144,6,0.2,20.2986,299.99,1,0,89.997,,,,,,,
95.1,5,0,30.432,12.96,2,0,6.2208,23.968,2,0.2,2.3968,192.16,4,0,92.2368,,,,,,,
21.36,5,0.2,7.209,824.97,3,0,214.4922,638.288,7,0.2,-31.9144,242.624,8,0.2,27.2952,,,,,,,
10.688,2,0.2,3.7408,5.904,2,0.2,1.9926,13.208,1,0.2,4.6228,46.74,3,0,11.685,,,,,,,
237.096,3,0.2,20.7459,621.76,4,0.2,46.632,15.528,3,0.2,5.823,174.95,5,0,12.2465,,,,,,,
14.94,3,0,7.0218,44.43,3,0,18.6606,104.85,1,0,50.328,100.704,6,0.2,37.764,,,,,,,
151.72,4,0,27.3096,226.2,5,0,58.812,12.192,3,0.2,4.1148,31.44,3,0,8.4888,,,,,,,
120.712,1,0.2,-18.1068,186.54,3,0,41.0388,87.168,2,0.2,8.7168,83.79,7,0,22.6233,,,,,,,
489.92,8,0,0,265.86,7,0,79.758,31.744,2,0.2,8.3328,59.52,3,0,15.4752,,,,,,,
19.44,3,0,9.3312,27.9,5,0,6.975,132.224,4,0.2,-18.1808,31.92,4,0,9.2568,,,,,,,
16.68,2,0,8.34,31.08,4,0,8.3916,581.96,2,0,104.7528,17.544,3,0.2,5.9211,,,,,,,
155.35,13,0,0,366.744,4,0.3,-110.0232,29.98,1,0,8.0946,36.024,3,0.2,11.7078,,,,,,,
187.98,2,0,52.6344,205.164,2,0.1,13.6776,6.264,3,0.2,2.0358,272.048,7,0.2,30.6054,,,,,,,
10.68,2,0,5.0196,12.828,2,0.7,-8.9796,363.92,5,0.2,0,1614.582,6,0.7,-1237.8462,,,,,,,
18.464,4,0.2,6.924,598.458,3,0.3,-42.747,109.92,2,0,53.8608,24.32,5,0.2,9.12,,,,,,,
611.058,3,0.3,-34.9176,25.984,1,0.2,-3.8976,19.44,3,0,9.3312,1.584,2,0.2,0.4752,,,,,,,
46.384,2,0.2,5.2182,12.144,3,0.2,4.0986,11.16,2,0,4.3524,31.984,1,0.2,0,,,,,,,
362.92,2,0,105.2468,79.36,4,0,23.808,4.672,1,0.2,0.584,14.76,5,0.2,4.797,,,,,,,
21.728,7,0.2,7.6048,106.32,3,0,49.9704,104.58,6,0.7,-80.178,423.648,2,0.2,47.6604,,,,,,,
35.168,7,0.2,9.6712,163.44,3,0,45.7632,1603.136,4,0.2,100.196,5.76,2,0,2.8224,,,,,,,
719.952,6,0.2,71.9952,42.76,2,0,11.1176,1293.488,7,0.2,80.843,16.68,6,0,4.3368,,,,,,,
755.944,7,0.2,66.1451,51.55,5,0,24.2285,127.95,3,0,21.7515,418.296,3,0.2,5.2287,,,,,,,
11.98,5,0.8,-19.168,479.952,6,0.2,89.991,192.16,4,0,92.2368,97.84,2,0,25.4384,,,,,,,
0.898,1,0.8,-1.5715,212.64,6,0,99.9408,801.568,2,0.2,50.098,1801.632,6,0.2,-337.806,,,,,,,
34.74,3,0,17.37,10.02,3,0,4.4088,368.91,9,0,180.7659,50.4,8,0,23.184,,,,,,,
833.94,6,0,216.8244,144.12,3,0,69.1776,885.528,9,0.2,-99.6219,13.428,3,0.7,-11.19,,,,,,,
12.96,3,0.2,4.536,7.23,5,0.7,-5.784,28.28,2,0,7.3528,67.136,4,0.2,-0.8392,,,,,,,
25.92,4,0,12.4416,17.44,2,0.2,1.308,4912.59,3,0,196.5036,895.92,5,0.2,302.373,,,,,,,
111.15,5,0,48.906,62.88,4,0.7,-50.304,25.06,2,0,11.7782,462.564,2,0.1,97.6524,,,,,,,
22.32,5,0.2,5.301,290.352,3,0.2,-36.294,38.432,1,0.2,13.4512,102.93,3,0,48.3771,,,,,,,
533.94,3,0,154.8426,971.88,3,0.2,109.3365,21.568,2,0.2,1.6176,98.16,6,0,9.816,,,,,,,
167.94,3,0,82.2906,53.088,7,0.8,-108.8304,81.576,3,0.2,2.0394,5.552,2,0.2,-1.041,,,,,,,
23.88,3,0,10.5072,275.88,6,0,46.8996,71.12,4,0,22.0472,8.016,3,0.2,1.002,,,,,,,
26.46,9,0,11.907,157.9,5,0,74.213,259.96,4,0,124.7808,74.592,4,0.3,-2.1312,,,,,,,
49.12,4,0,23.0864,222.384,2,0.2,16.6788,31.56,3,0,10.4148,16.784,2,0.6,-22.2388,,,,,,,
15,3,0,7.2,16,4,0.2,5.6,24.704,2,0.2,9.264,38.864,4,0.8,-99.1032,,,,,,,
194.7,5,0,9.735,11.96,2,0,3.1096,59.7,3,0,26.865,4416.174,9,0.3,-630.882,,,,,,,
1218.735,5,0.3,-121.8735,138,2,0,34.5,14.52,3,0,5.6628,23.36,2,0,11.68,,,,,,,
2.84,1,0,0.8804,6.08,2,0,2.0672,104.184,3,0.2,33.8598,71.976,3,0.2,8.997,,,,,,,
40.776,3,0.2,0.5097,16.4,5,0,4.756,46.53,3,0,13.0284,8.56,2,0,3.852,,,,,,,
52.792,1,0.2,4.6193,25.92,4,0,12.4416,313.176,2,0.4,-120.0508,13.92,3,0.2,4.872,,,,,,,
3499.93,7,0,909.9818,8.82,3,0,2.5578,25.4,5,0,8.636,2518.29,9,0,654.7554,,,,,,,
14.4,5,0,6.624,62.496,2,0.2,21.8736,177.48,3,0.2,19.9665,540.57,3,0,140.5482,,,,,,,
122.97,3,0,60.2553,339.96,4,0,122.3856,71.976,3,0.2,8.997,221.056,8,0.2,77.3696,,,,,,,
9.32,4,0,2.7028,49.568,2,0.2,17.3488,211.168,4,0.2,18.4772,40.48,2,0,15.7872,,,,,,,
122.94,3,0,59.0112,119.98,2,0,35.994,676.55,5,0,6.7655,9.94,2,0,3.0814,,,,,,,
5.248,2,0.2,0.4592,989.97,3,0,395.988,154.9,5,0,40.274,107.424,9,0.2,33.57,,,,,,,
38.256,3,0.2,4.782,339.96,5,0.2,42.495,30.56,4,0,14.9744,37.91,1,0,10.9939,,,,,,,
40.24,5,0.2,13.078,63.98,7,0,21.7532,770.352,3,0.2,77.0352,88.02,3,0,27.2862,,,,,,,
29.925,5,0.7,-21.945,2541.98,2,0,1270.99,81.98,2,0,40.1702,200.064,3,0.2,12.504,,,,,,,
148.704,6,0.2,46.47,20.24,1,0,7.8936,387.72,5,0.2,-67.851,21.38,5,0.8,-33.139,,,,,,,
1.98,2,0,0.891,77.24,5,0.2,7.724,12.96,2,0,6.3504,6.744,4,0.8,-11.4648,,,,,,,
19.44,3,0,9.3312,64.75,5,0,29.1375,185.58,6,0,76.0878,323.1,2,0,61.389,,,,,,,
6.642,9,0.7,-4.428,1.872,2,0.7,-1.3104,77.56,2,0,35.6776,843.9,2,0,371.316,,,,,,,
539.92,5,0.2,47.243,11.214,2,0.7,-8.5974,87.92,4,0,0.8792,1496.16,9,0,224.424,,,,,,,
6.096,3,0.6,-3.9624,37.376,8,0.2,7.4752,245.94,6,0,120.5106,2793.528,9,0.2,942.8157,,,,,,,
7.44,3,0,2.604,67.36,2,0.2,10.104,8.6,1,0,4.042,1000.02,7,0,290.0058,,,,,,,
604.752,6,0.2,60.4752,54.528,3,0.2,14.3136,504.9,5,0,126.225,65.94,3,0,22.4196,,,,,,,
335.72,5,0.2,113.3055,843.9,2,0,371.316,64.96,5,0.2,-4.06,9.912,3,0.2,1.239,,,,,,,
251.944,7,0.2,88.1804,449.568,2,0.2,56.196,13.52,2,0.2,1.69,10.782,3,0.7,-7.9068,,,,,,,
52.96,2,0,20.1248,5.76,2,0,1.6128,458.43,5,0.3,-137.529,23.18,2,0,7.6494,,,,,,,
1299.99,2,0.5,-571.9956,116.4,8,0,52.38,387.136,4,0.2,24.196,387.99,1,0,182.3553,,,,,,,
106.96,2,0,31.0184,4.608,2,0.2,1.6704,328.59,3,0.4,-147.8655,2.296,2,0.8,-3.9032,,,,,,,
275.952,3,0.2,-37.9434,10.272,3,0.2,1.1556,14.9,5,0,7.152,19.44,3,0,9.3312,,,,,,,
725.344,4,0.2,54.4008,509.9575,5,0.15,41.9965,4158.912,8,0.2,363.9048,102.72,3,0.2,37.236,,,,,,,
333,3,0.2,-16.65,122.91,3,0,34.4148,17.34,2,0,4.6818,239.12,5,0.2,77.714,,,,,,,
19.3,5,0.6,-14.475,97.568,2,0.2,-6.098,71.98,2,0,15.1158,40.29,3,0,10.4754,,,,,,,
251.91,9,0,47.8629,722.352,3,0.2,81.2646,18.48,2,0.2,6.006,17.22,3,0,5.166,,,,,,,
195.64,4,0,91.9508,9.144,3,0.2,3.0861,9.84,3,0,2.8536,226.56,6,0,63.4368,,,,,,,
14.94,3,0,7.0218,23.136,6,0.2,8.3868,21.12,4,0,6.5472,107.88,3,0.2,10.788,,,,,,,
799.92,10,0.2,239.976,99.2,5,0,25.792,42.6,3,0,16.614,25.92,4,0,12.4416,,,,,,,
199.9,5,0,39.98,46.9,5,0,13.132,113.94,6,0,54.6912,35.96,1,0.2,3.596,,,,,,,
397.6,5,0,43.736,18.9,3,0,8.694,129.92,4,0,5.1968,866.4,4,0,225.264,,,,,,,
88.8,6,0,44.4,569.64,2,0,148.1064,5.28,3,0,2.5344,35,7,0,16.8,,,,,,,
319.968,4,0.2,35.9964,9.14,1,0,4.57,14.368,2,0.2,3.9512,37.24,4,0,10.7996,,,,,,,
41.94,2,0,15.0984,1196.86,7,0,119.686,692.94,3,0,173.235,15.28,2,0,7.4872,,,,,,,
13.698,3,0.7,-9.5886,523.26,9,0,125.5824,173.488,7,0.2,54.215,17.12,4,0,4.9648,,,,,,,
250.26,6,0,72.5754,639.968,4,0.2,215.9892,11.952,3,0.2,4.0338,431.968,4,0.2,37.7972,,,,,,,
70.368,4,0.2,26.388,52.76,2,0,24.2696,28,4,0.2,7.7,129.92,4,0,10.3936,,,,,,,
6.58,2,0,3.0268,538.92,9,0,80.838,12.201,7,0.7,-9.7608,568.728,3,0.2,28.4364,,,,,,,
89.97,3,0,18.8937,3.576,4,0.7,-2.8608,2.068,1,0.8,-3.4122,117.144,9,0.2,42.4647,,,,,,,
42.208,2,0.2,13.7176,147.184,2,0.2,-29.4368,83.84,8,0.2,30.392,203.52,3,0,54.9504,,,,,,,
10.98,1,0,2.9646,29.9,5,0,14.651,468.9,6,0,206.316,51.75,5,0,24.84,,,,,,,
7.86,3,0,3.6156,2249.91,9,0,517.4793,72.48,2,0,30.4416,277.4,5,0,133.152,,,,,,,
51.45,3,0,13.8915,1053.164,4,0.3,-105.3164,10.95,3,0,3.285,25.16,2,0,8.5544,,,,,,,
37.056,3,0.2,13.896,106.68,6,0,33.0708,191.82,3,0,61.3824,91.92,4,0,31.2528,,,,,,,
25.06,2,0,11.7782,221.96,2,0,4.4392,6.216,6,0.8,-9.6348,83.88,1,0.2,29.358,,,,,,,
411.332,4,0.15,-4.8392,236,4,0,40.12,23.616,9,0.2,2.6568,388.704,6,0.2,38.8704,,,,,,,
25.92,4,0,12.4416,2625.12,8,0,735.0336,24.032,2,0.2,-0.6008,572.58,6,0,34.3548,,,,,,,
360,4,0,129.6,17.94,3,0,4.485,2.088,1,0.2,0.6786,33.18,2,0,11.613,,,,,,,
2807.84,8,0,673.8816,422.856,3,0.2,15.8571,4.488,6,0.8,-6.732,32.088,7,0.2,11.2308,,,,,,,
6.12,3,0,2.8764,127.764,2,0.1,2.8392,6,2,0.2,2.1,4305.552,6,0.2,1453.1238,,,,,,,
58.2,3,0,28.518,128.744,7,0.2,12.8744,1.908,3,0.8,-3.2436,237.096,3,0.2,20.7459,,,,,,,
58.05,3,0,26.703,225.576,3,0.2,22.5576,1474.802,7,0.3,-21.0686,22.752,3,0.2,7.11,,,,,,,
71.28,11,0,34.2144,9.54,2,0,4.293,110.096,2,0.2,33.0288,6.672,1,0.2,2.085,,,,,,,
8.448,2,0.2,2.9568,5.81,1,0,1.8011,16.752,6,0.2,5.4444,210.008,1,0.2,2.6251,,,,,,,
20.388,2,0.8,-53.0088,5.76,2,0,1.728,1537.074,9,0.3,0,314.532,2,0.4,-83.8752,,,,,,,
