Sales 2016,Profit 2016,Sales 2017,Profit 2017,Sales 2018,Profit 2018,Sales 2019,Profit 2019,,z-Test: Two Sample for Means,,
178.384,22.298,51.12,23.004,12.544,-9.0944,4.608,1.6704,,,,
15.552,5.4432,90,32.4,345,86.25,15.528,4.8525,,,,
6.928,-11.0848,4.608,1.6704,174.286,-19.9184,11.952,3.8844,,,,
36.99,9.9873,7.92,3.4848,662.84,172.3384,23.68,6.216,,,,
629.1,301.968,203.92,22.941,95.1,30.432,2.376,0.7425,,,,
193.95,9.6975,494.376,49.4376,26.88,12.9024,10.368,3.6288,,,,
5.46,1.4742,29.2,9.855,257.98,74.8142,5.76,2.8224,,,,
11.264,3.8016,248.85,27.3735,492.835,-14.081,43.372,-69.3952,,,,
23.84,3.278,36.24,15.2208,29.12,9.828,163.96,80.3404,,,,
7.488,-5.2416,19.194,-12.796,14.272,4.2816,64.96,21.4368,,,,
698.352,-17.4588,121.792,13.7016,451.136,-67.6704,30.56,14.9744,,,,
108.92,49.014,25.344,8.8704,64.864,6.4864,9.78,4.0098,,,,
56.65,24.3595,181.35,48.9645,217.584,-29.9178,23.24,7.553,,,,
14.97,4.1916,8.64,4.2336,82.95,29.0325,4.842,-3.5508,,,,
4.02,1.9698,68.94,20.682,87.71,41.2237,220.704,-8.2764,,,,
471.92,29.495,128.82,50.2398,1101.48,429.5772,48.9,18.093,,,,
123.136,13.8528,50.8,13.208,300.93,-34.392,3.328,0.416,,,,
512.358,-14.6388,30.44,14.3068,719.96,53.997,933.262,-458.1468,,,,
20.88,9.6048,35.28,11.9952,9.584,3.3544,2803.92,0,,,,
35.856,12.9978,19.44,9.3312,7.38,3.4686,314.352,-15.7176,,,,
3.488,0.5668,37.88,18.94,1117.92,55.896,4.608,1.4976,,,,
201.584,20.1584,141.96,41.1684,95.968,1.1996,129.93,12.993,,,,
3.392,-5.088,66.048,23.1168,47.992,-2.0568,159.56,59.0372,,,,
22.288,3.9004,28.44,11.376,20.16,9.8784,15.7,7.065,,,,
15.552,5.4432,364.41,8.098,29.46,14.4354,59.52,15.4752,,,,
11.648,4.0768,39.96,10.3896,868.59,251.8911,34.4,15.824,,,,
418.8,-97.72,361.764,68.3332,12.96,6.2208,69.52,19.4656,,,,
509.488,-127.372,17.94,8.7906,5.5,1.375,763.44,45.8064,,,,
287.968,97.1892,384.174,29.8802,121.6,55.936,25.92,12.4416,,,,
13.12,3.8048,1799.75,539.925,111.888,22.3776,22.96,6.6584,,,,
10.75,3.5475,22.288,-8.9152,173.94,13.9152,32.448,7.3008,,,,
11.62,3.6022,77.88,3.894,14.76,6.9372,26.388,-17.592,,,,
83.25,14.985,43.56,3.267,25.92,12.4416,373.47,-112.041,,,,
9.45,4.536,5.84,0.73,705.544,70.5544,64.2,-44.94,,,,
20.65,9.499,271.764,60.392,51.712,-32.32,8,2.8,,,,
45.36,21.7728,15.24,6.858,1399.944,52.4979,183.96,20.6955,,,,
330.4,85.904,1408.1,394.268,5.98,1.0166,17.61,8.4528,,,,
604.752,37.797,15.08,-22.62,246.168,21.5397,300.904,11.2839,,,,
2.92,0.365,24.288,-12.7512,14.136,-7.7748,9.11,4.0995,,,,
15.552,5.4432,4.304,1.5602,601.47,-300.735,571.44,165.7176,,,,
16.032,5.6112,29.9,5.083,14.94,7.0218,32.4,15.552,,,,
351.216,4.3902,58.72,27.0112,1349.85,364.4595,16.91,4.5657,,,,
135.516,-31.6204,5.16,0.8385,136.784,5.1294,2.313,-1.9275,,,,
12.448,3.89,286.79,74.5654,61.12,20.7808,2.202,-1.5414,,,,
29.932,-46.3946,61.96,16.1096,16.99,4.9271,9.396,-7.5168,,,,
139.44,47.061,361.96,83.2508,41.568,2.598,243.16,72.948,,,,
6.912,2.5056,278.82,125.469,186.048,67.4424,23.16,11.58,,,,
27.096,2.0322,47.952,16.1838,36.792,4.1391,21.24,7.434,,,,
177.568,-37.7332,408.422,-5.8346,18.624,6.2856,9.552,-7.3232,,,,
38.272,3.8272,382.116,-92.7996,424.9575,19.998,89.991,-152.9847,,,,
7.16,3.4368,68.6,6.0025,10.86,5.1042,34.5,15.525,,,,
1091.168,68.198,435.504,48.9942,3.984,1.2948,6.68,3.2064,,,,
487.984,152.495,11.168,3.7692,370.62,-142.071,6.408,0.6408,,,,
47.3,12.298,796.425,-525.6405,2.742,-2.0108,408.744,76.6395,,,,
4.13,1.1564,12.832,4.3308,79.512,20.8719,59.2,29.6,,,,
155.12,50.414,87.168,10.896,28.352,9.5688,54.66,18.0378,,,,
55.92,6.291,14.496,4.8924,95.952,29.985,11.06,-18.802,,,,
31.984,1.1994,3.9,1.521,3.204,-2.4564,623.4648,-119.1918,,,,
27.888,9.0636,801.96,200.49,3.98,-6.567,772.68,-57.951,,,,
6.456,-4.5192,191.96,32.6332,15.48,5.6115,68.541,-52.5481,,,,
52.68,19.755,2.61,1.2006,108.576,8.1432,627.168,70.5564,,,,
13.88,-2.6025,16.448,5.5512,109.9,37.366,122.12,39.689,,,,
13.494,-2.249,36.784,10.5754,30.352,10.6232,152.94,41.2938,,,,
11.52,3.744,2.946,-2.0622,81.2,12.18,84.416,27.4352,,,,
10.368,3.6288,55.104,18.5976,46.72,17.52,191.968,28.7952,,,,
39.072,2.9304,8.688,2.9322,239.97,71.991,1458.65,423.0085,,,,
79.4,5.955,30.88,3.86,76.92,31.5372,26.64,7.4592,,,,
23.988,-13.993,6.408,1.4418,481.32,125.1432,476.8,119.2,,,,
34.176,-87.1488,44.46,14.6718,54.5,14.17,87.444,18.4604,,,,
41.584,4.6782,15.8,5.056,49.44,24.2256,79.99,28.7964,,,,
45.68,21.0128,464.97,209.2365,154.44,1.5444,419.944,52.493,,,,
39.48,11.0544,181.96,20.0156,257.98,74.8142,47.992,-2.0568,,,,
551.985,-459.9875,12.39,5.6994,23.988,-15.992,3359.952,1049.985,,,,
11.85,3.792,84.09,42.045,23.976,-15.5844,128.058,-23.7822,,,,
17.94,4.485,79.36,32.5376,783.96,78.396,81.08,22.7024,,,,
1.984,0.6696,153.36,70.5456,6.72,2.352,41.472,14.5152,,,,
2.97,1.3068,43.68,21.4032,298.776,7.4694,65.232,22.0158,,,,
6.912,2.3328,98.21,28.4809,302.376,22.6782,207,25.875,,,,
219.168,-43.8336,59.994,-45.9954,108.336,37.9176,147.92,46.225,,,,
10.368,3.6288,439.992,164.997,55.92,6.291,104.28,26.07,,,,
2060.744,643.9825,87.96,30.786,78.304,29.364,286.85,63.107,,,,
273.96,10.9584,15.488,3.6784,695.7,-27.828,66.96,2.6784,,,,
6.54,2.6814,141.96,22.7136,845.488,-12.0784,199.98,87.9912,,,,
272.94,30.0234,24.78,6.9384,7.434,-5.6994,37.44,16.848,,,,
259.136,-25.9136,19.14,8.8044,64.784,-12.9568,37.59,17.6673,,,,
14.73,4.8609,899.97,314.9895,14.98,6.8908,26.032,9.4366,,,,
107.44,10.744,32.4,15.552,20.32,6.9088,5.248,0.5904,,,,
1049.97,-209.994,41.96,7.9724,1603.136,100.196,74.416,-14.8832,,,,
13.904,4.5188,636.86,0,225.296,22.5296,6.848,2.14,,,,
2.368,0.8288,499.99,129.9974,14.72,-3.312,7.996,-6.9965,,,,
19.008,6.8904,1259.93,327.5818,38.976,-2.436,209.979,-356.9643,,,,
359.98,93.5948,65.08,31.8892,153.568,-5.7588,43.92,12.7368,,,,
20.88,9.6048,11.68,5.4896,1013.488,76.0116,127.92,-15.99,,,,
3.81,1.8288,16.9,5.07,52.34,24.5998,34.24,-53.072,,,,
5.98,2.691,24.4,10.248,4.66,1.3514,87.6,42.048,,,,
70.56,-4.032,119.96,11.996,254.97,91.7892,10.272,1.1556,,,,
7.184,2.245,665.88,106.5408,25.44,12.72,238.62,4.7724,,,,
6.28,0.0628,269.982,40.4973,27.93,8.0997,7.77,2.0979,,,,
480.74,14.4222,4.419,-3.3879,6.96,2.2272,285.48,-10.7055,,,,
6.096,2.2098,16.032,2.2044,17.456,5.8914,19.168,6.4692,,,,
141.4,38.178,29.79,12.5118,307.92,-34.641,5.904,1.9926,,,,
4.464,-0.9486,11.76,1.323,959.968,119.996,42.85,15.426,,,,
40.176,14.5638,5.238,-4.0158,23.12,8.381,6.16,2.9568,,,,
10.896,3.9498,4.662,-3.7296,37.464,12.1758,17,4.42,,,,
9.345,-6.5415,523.92,-72.039,539.658,-7.7094,87.4,34.96,,,,
49.632,3.7224,100.792,10.0792,15.8,2.37,58.48,27.4856,,,,
52.096,3.9072,146.136,16.4403,14.368,3.9512,180.96,81.432,,,,
342.864,38.5722,19.824,6.4428,70.448,12.3284,914.97,411.7365,,,,
8.56,2.6536,801.96,200.49,156.792,13.7193,587.97,158.7519,,,,
239.97,67.1916,59.97,0,431.976,26.9985,530.34,95.4612,,,,
356.94,107.082,1056.86,306.4894,35.89,16.1505,14.94,7.3206,,,,
9.98,-16.467,991.2,257.712,47.208,15.3426,299.52,149.76,,,,
30.28,1.2112,879.984,329.994,248.08,116.5976,20.768,2.3364,,,,
57.93,16.2204,12.96,4.536,189.7,89.159,458.43,-124.431,,,,
41.94,15.0984,76.14,26.649,59.808,19.4376,18.28,6.2152,,,,
137.24,46.3185,19.96,9.3812,38.29,16.4647,1399.93,601.9699,,,,
17.248,6.0368,85.96,40.4012,39.99,11.5971,48.69,23.8581,,,,
16.74,-14.229,85.3,14.501,24.96,6.24,539.97,134.9925,,,,
79.36,23.808,151.96,-182.352,19.36,9.2928,22.58,5.8708,,,,
7.872,0.8856,148.32,63.7776,1267.65,152.118,440.19,206.8893,,,,
53.82,24.219,240.784,27.0882,12.99,0.7794,64.4,1.932,,,,
981.372,-140.196,191.968,16.7972,18.56,6.496,899.43,-12.849,,,,
56.52,15.8256,11.56,5.6644,449.15,8.983,46.2,5.775,,,,
43.02,15.4872,11.8,5.664,31.248,10.9368,47.952,16.1838,,,,
286.344,-64.4274,842.352,42.1176,61.44,16.5888,7.992,0.6993,,,,
25.984,-5.1968,9.568,2.99,55.36,18.684,76.864,26.9024,,,,
40.97,10.6522,82.368,-19.5624,207.48,62.244,3.76,1.0904,,,,
27.36,-21.888,364.704,-36.4704,191.82,74.8098,14.7,6.615,,,,
82.782,-15.1767,40.256,11.0704,243.88,27.4365,37.2,9.3,,,,
104.85,50.328,10.368,3.6288,727.296,-172.7328,89.97,18.8937,,,,
8.704,3.1552,47.984,-1.1996,22.608,-10.1736,261.96,23.5764,,,,
21.12,9.504,270.34,75.6952,666.4,-33.32,74,37,,,,
767.952,287.982,98.112,18.396,403.168,25.198,58.17,-46.536,,,,
14.352,4.6644,563.808,21.1428,195.136,-12.196,5.04,1.764,,,,
191.976,19.1976,10.428,-6.952,16.72,3.344,24.784,7.745,,,,
274.77,126.3942,547.136,-68.392,517.9,134.654,29.592,2.5893,,,,
22.96,10.7912,14.85,-3.2175,5.28,2.4288,4.752,-3.168,,,,
4.224,1.4784,41.988,-9.7972,119.976,22.4955,15.552,5.6376,,,,
375.34,18.767,7.584,2.37,114.46,28.615,39.96,17.1828,,,,
55.44,18.018,352.45,-211.47,447.86,219.4514,42.624,4.2624,,,,
20.928,6.8016,61.68,16.6536,479.95,129.5865,220.96,24.858,,,,
1801.632,-337.806,63.96,30.7008,166.44,79.8912,56.704,19.1376,,,,
12.35,5.434,28.752,9.3444,12.957,-9.5018,11.12,3.475,,,,
646.2,-8.0775,27.216,9.8658,15.712,5.6956,221.024,-55.256,,,,
20.016,1.7514,197.372,-25.3764,21.93,10.0878,36.048,-0.9012,,,,
3.104,0.3492,38.28,17.6088,242.94,4.8588,14.56,6.2608,,,,
7.52,1.41,149.95,44.985,7.64,3.7436,3.048,1.0287,,,,
10.272,0.8988,5.728,-9.1648,51.84,25.4016,6.874,-10.6547,,,,
47.808,15.5376,42.24,13.2,265.17,47.7306,1.996,-3.2934,,,,
978.84,110.1195,79.36,20.6336,837.6,62.82,8.928,0.6696,,,,
158.928,41.7186,63.552,14.2992,135.9,63.873,17.24,4.4824,,,,
32.4,15.552,41.376,4.6548,34.68,16.9932,302.94,75.735,,,,
404.9,16.196,172.704,10.794,532.704,-39.9528,34.75,15.6375,,,,
9449.95,4630.4755,512.94,97.4586,43.1,11.206,113.94,54.6912,,,,
12.94,6.47,860.93,189.4046,15.88,0.1588,55.98,15.6744,,,,
35.91,9.6957,769.95,223.2855,347.802,-24.843,344.704,38.7792,,,,
67.344,7.5762,14.98,4.494,32.4,15.552,706.86,197.9208,,,,
2624.985,-944.9946,373.08,82.0776,67.64,5.9185,114.95,2.299,,,,
14.48,-23.892,231.92,5.798,119.976,-17.9964,43.19,20.7312,,,,
45,21.6,1.78,0.4984,67,32.16,22.608,-10.1736,,,,
209.97,90.2871,25.92,12.4416,390.272,-24.392,1.892,-0.9933,,,,
57.42,26.4132,101.94,21.4074,62.192,19.435,97.16,28.1764,,,,
15.696,5.1012,6.848,0.5992,3.168,-4.752,281.34,109.7226,,,,
31.92,8.2992,17.12,4.9648,528.43,0,307.98,89.3142,,,,
85.44,31.6128,542.94,152.0232,13.392,1.5066,299.97,113.9886,,,,
629.95,163.787,8.64,4.2336,23.34,0.2334,67.8,4.068,,,,
122.97,60.2553,193.8,94.962,349.95,118.983,377.97,98.2722,,,,
49.25,18.715,21.4,9.63,377.928,141.723,1628.82,374.6286,,,,
10.16,4.7752,97.88,48.94,1.504,0.1692,286.93,140.5957,,,,
272.61,98.1396,251.91,47.8629,34.848,6.534,681.408,42.588,,,,
34.08,15.6768,25.86,6.7236,3.984,1.3944,3.52,1.0208,,,,
196.21,98.105,24.816,1.551,181.797,-15.5826,5.58,1.395,,,,
806.336,50.396,204.85,57.358,44.94,12.5832,36.32,10.896,,,,
31.104,10.8864,9.156,-13.734,45.576,15.9516,195.64,91.9508,,,,
9.42,4.239,80.88,39.6312,318.43,-77.333,38.016,13.7808,,,,
6.56,1.9024,599.9,191.968,122.92,46.095,95.992,9.5992,,,,
24.56,11.5432,72.744,-15.4581,7.068,-2.8272,13.216,4.2952,,,,
62.28,29.2716,572.16,35.76,56.45,14.677,314.352,-35.3646,,,,
47.96,4.1965,25.032,7.8225,113.888,9.9652,27.888,10.1094,,,,
11.352,4.1151,999.98,449.991,105.584,7.9188,133.12,49.92,,,,
20.808,7.0227,821.94,213.7044,24.85,11.6795,26.16,12.8184,,,,
43.92,11.8584,7.04,3.3088,107.984,9.4486,131.94,35.6238,,,,
20.232,6.5754,5.04,0.2016,19.296,6.03,25.92,8.2944,,,,
211.248,15.8436,116.28,56.9772,79.974,-29.3238,704.76,162.0948,,,,
5.552,-1.041,47.976,4.7976,2.946,-2.0622,7.41,3.4827,,,,
11.36,5.2256,3080,1416.8,3.136,-4.704,21.5,7.095,,,,
2.952,0.9963,79.96,18.3908,10.08,3.528,518.272,-97.176,,,,
3.69,1.7343,587.97,170.5113,11.68,3.504,6.98,3.3504,,,,
1103.97,496.7865,13.96,0.2792,232.4,78.435,343.2,38.61,,,,
14.04,6.7392,27.414,-14.1639,86.45,38.038,41.28,19.8144,,,,
30.96,-52.632,73.98,19.9746,122.97,60.2553,8.288,3.0044,,,,
383.96,38.396,160.98,20.9274,244.615,20.967,1123.128,70.1955,,,,
666.344,66.6344,17.34,8.4966,59.97,28.7856,64.9,18.821,,,,
195.136,-12.196,3.28,0.9512,81.54,36.693,520.05,72.807,,,,
21.936,8.226,8.856,2.9889,11.68,5.256,17.97,5.2113,,,,
19.44,9.3312,158.376,13.8579,29,13.92,181.986,-54.5958,,,,
447.968,139.99,3.168,0.99,15.712,5.6956,1.592,-2.6268,,,,
16.78,4.195,19.44,9.3312,89.97,18.8937,22.344,2.5137,,,,
23.976,-5.6943,454.86,54.5832,3.208,-5.2932,68.46,25.3302,,,,
33.29,7.9896,91.392,29.7024,26.176,-3.272,49.56,18.8328,,,,
16.28,6.512,73.28,21.2512,9.552,-3.8208,9.84,2.8536,,,,
62.94,30.2112,11.952,4.0338,1287.45,244.6155,2.78,0.7228,,,,
270.72,78.5088,15.552,5.6376,111.672,6.9795,171.288,-6.4233,,,,
91.36,29.692,322.59,64.518,65.79,30.2634,1.824,0.6156,,,,
19.92,9.7608,47.984,0.5998,271.984,88.3948,18.32,-46.716,,,,
89.712,30.2778,26.064,-19.9824,11.76,3.1752,48.816,-11.5938,,,,
152.24,17.127,16.52,7.5992,77.52,37.9848,1.188,-1.9602,,,,
152.91,42.8148,671.94,315.8118,48.64,15.808,29.84,13.428,,,,
21.24,8.0712,19.44,9.3312,1.81,0.6516,663.92,207.475,,,,
5.78,2.7166,31.104,10.8864,8.26,3.8822,120,13.2,,,,
107.94,30.2232,54.816,17.8152,262.24,78.672,3.29,1.4805,,,,
19.65,9.039,56.3,15.764,182.72,84.0512,18.84,6.0288,,,,
617.97,160.6722,21.12,6.6,131.6,7.896,50.136,-11.2806,,,,
59.7,26.865,696.42,160.1766,22.72,7.384,208.44,62.532,,,,
575.92,71.99,304.776,22.8582,558.4,41.88,25.76,0.7728,,,,
30.4,15.2,51.98,15.0742,84.784,-16.9568,23.08,6.924,,,,
92.94,41.823,21.93,10.3071,70.88,33.3136,12.96,6.2208,,,,
5.484,-4.0216,7.31,3.4357,27.264,8.8608,58.34,28.0032,,,,
15.552,2.3328,799.984,249.995,16.496,5.5674,539.97,134.9925,,,,
78.35,36.8245,41.28,18.9888,5.08,1.651,25.92,9.072,,,,
31.68,14.256,184.66,84.9436,133.38,58.6872,98.16,9.816,,,,
29.12,14.2688,9.24,4.4352,16.74,4.3524,31.44,7.86,,,,
169.45,42.3625,61.584,-6.9282,34.95,15.378,35,14.7,,,,
24.9,11.703,55.944,-13.2867,152,69.92,477.15,28.629,,,,
659.988,109.998,10.688,2.2712,8.56,2.4824,302.376,22.6782,,,,
17.856,6.2496,11.824,1.0346,45.36,21.7728,477.3,138.417,,,,
36.288,12.7008,9.762,-6.8334,1421.664,-195.4788,27.192,0.3399,,,,
46.44,15.093,692.472,190.4298,7.92,3.564,12.06,-10.05,,,,
12.96,6.2208,3.592,1.1225,36.192,2.7144,301.96,33.2156,,,,
25.92,9.072,48.632,-121.58,513.024,12.8256,54.368,4.0776,,,,
21.312,7.1928,246.1328,-76.0116,487.92,136.6176,247.44,101.4504,,,,
173.656,17.3656,11.696,3.9474,15.24,5.334,106.869,-29.0073,,,,
361.96,101.3488,439.992,164.997,209.97,71.3898,3.564,-6.237,,,,
853.092,-227.4912,33.28,-49.92,62.94,30.2112,195.96,19.596,,,,
818.376,51.1485,14.088,4.9308,25.92,7.776,15.552,5.4432,,,,
20.34,0.2034,20.96,5.24,900.08,117.0104,271.968,54.3936,,,,
15.552,5.4432,88.752,27.735,66.3,8.619,27.46,9.8856,,,,
114.2,52.532,304.23,9.1269,30.816,9.63,125.13,36.2877,,,,
17.96,8.2616,167.86,78.8942,44.784,4.4784,13.872,5.0286,,,,
34.86,16.0356,14.952,-11.9616,569.536,64.0728,115.96,-64.9376,,,,
12.67,4.5612,323.982,-80.9955,40.46,19.8254,25.92,9.396,,,,
70.71,4.9497,2.286,-1.6764,404.94,109.3338,53.424,4.6746,,,,
15.28,7.4872,14.352,0.897,116,29,65.424,-52.3392,,,,
31.984,1.999,71.976,0.8997,657.552,49.3164,23.55,1.1775,,,,
41.88,12.1452,50.88,14.628,38.24,-9.56,43.41,19.9686,,,,
12.84,5.778,27.312,9.2178,21.4,6.206,6.24,2.6208,,,,
49.568,17.9684,7.92,2.772,54.9,15.372,465.16,120.9416,,,,
42.368,8.4736,14.368,3.9512,40.74,0.4074,7.98,3.99,,,,
100.704,-1.2588,107.97,22.6737,5.352,1.6056,241.96,33.8744,,,,
57.69,23.6529,113.82,53.4954,99.372,-7.098,3.89,1.8672,,,,
9.584,3.3544,1598.058,-1065.372,2.672,0.3674,8.01,3.0438,,,,
22.83,10.7301,36.96,12.012,45.528,15.9348,156.792,17.6391,,,,
13.62,6.129,17.48,8.2156,844.116,-36.1764,35.36,-3.094,,,,
45.248,3.9592,71.88,32.346,812.736,60.9552,13.592,-0.3398,,,,
33.088,11.1672,60.45,16.3215,12.96,6.2208,37.52,18.0096,,,,
80.98,3.2392,253.176,-31.647,3.96,0.0792,204.6664,-6.0196,,,,
339.96,122.3856,2.88,-4.464,15.008,-12.0064,35.1,10.179,,,,
21.36,5.7672,384.944,-126.4816,4.784,1.5548,17.48,1.311,,,,
62.048,20.1656,153.584,13.4386,4.73,2.3177,3.798,-2.6586,,,,
821.88,213.6888,913.43,-52.196,7.89,0.3156,27.744,10.0572,,,,
10.72,1.742,34.8,2.175,65.5,32.095,158.376,-34.3148,,,,
200.795,-22.948,38.976,-2.436,2430.08,388.8128,53.9,25.872,,,,
221.92,77.672,40.92,3.069,465.18,120.9468,324.744,-77.1267,,,,
8.448,2.64,12.56,4.0192,22.428,-17.9424,1925.88,539.2464,,,,
0.852,-0.5964,6.48,3.1104,37.52,3.752,2405.2,793.716,,,,
36.288,12.7008,186.69,87.7443,29.34,13.4964,83.97,15.9543,,,,
429.9,111.774,129.568,-12.9568,58.416,16.7946,39.89,14.7593,,,,
161.96,45.3488,6.368,2.1492,9.555,-7.3255,17.38,8.69,,,,
1117.92,55.896,3.304,1.1151,40.776,4.5873,2.97,-0.6435,,,,
1740.06,-24.858,16.27,-25.2185,63.936,5.5944,27.44,2.401,,,,
123.144,46.179,69.12,-14.688,9.216,3.3408,25.344,7.92,,,,
783.96,219.5088,4.47,-7.8225,41.958,-9.7902,43.92,15.921,,,,
48.896,18.336,11.96,5.8604,89.568,32.4684,25.344,9.1872,,,,
7.856,2.8478,105.98,1.0598,22.248,7.5087,10.688,3.7408,,,,
182.94,85.9818,493.92,-28.224,334.88,29.302,35.168,9.6712,,,,
742.336,83.5128,383.607,-5.4801,148.288,29.6576,1099.5,362.835,,,,
975.92,121.99,148.48,16.704,4.624,1.6762,44.75,8.5025,,,,
966.7,-13.81,537.544,53.7544,178.92,-29.0745,11.96,5.382,,,,
1.476,-2.214,1.928,-2.9884,69.888,-46.592,3.912,1.2714,,,,
40.712,3.5623,6.912,0.6912,33.8,4.225,4.554,-3.4914,,,,
62.808,21.1977,7.76,-2.134,377.97,94.4925,5.2,0.585,,,,
18.264,6.1641,659.168,49.4376,8.872,3.2161,205.992,-2.5749,,,,
34.656,5.6316,31.56,14.202,121.104,-100.92,15.552,5.4432,,,,
81.552,8.1552,27.92,0.5584,9.84,3.2472,503.96,50.396,,,,
227.136,-42.588,271.44,122.148,2.694,-2.245,24.472,1.8354,,,,
69.52,19.4656,110.352,8.2764,232.96,116.48,241.568,0,,,,
5.64,1.6356,36.4,13.832,66.54,32.6046,110.4,-4.14,,,,
245.88,68.8464,10.476,-17.2854,43.26,14.2758,384.768,-115.4304,,,,
36.63,9.8901,21.24,8.0712,15.168,3.792,78.66,36.1836,,,,
22.58,5.8708,127.96,60.1412,5.04,0.1512,45.36,22.2264,,,,
12.39,5.8233,113.1,56.55,249.95,107.4785,136.26,5.4504,,,,
7.184,2.245,239.7,105.468,33.4,12.358,31.984,1.999,,,,
263.96,19.797,150.98,43.7842,18.92,7.3788,71.984,25.1944,,,,
71.632,17.908,137.25,63.135,15.42,6.939,12.48,5.616,,,,
9.328,0.8162,11.52,5.4144,18.72,3.51,8.64,2.5056,,,,
5.88,2.646,18.272,5.9384,360.38,93.6988,6.37,-9.555,,,,
172.764,13.4372,153.728,53.8048,11.16,2.79,108.08,54.04,,,,
303.84,91.152,12.224,4.4312,14.94,6.8724,9.54,4.3884,,,,
485.88,19.4352,167.944,50.3832,129.98,62.3904,30.336,-17.4432,,,,
785.88,212.1876,45.99,13.3371,32.54,15.9446,470.376,52.9173,,,,
8.94,0.6258,535.41,160.623,10.9,3.052,20.736,7.2576,,,,
17.472,5.0232,6.096,2.0574,59.98,25.1916,4.95,2.178,,,,
758.352,265.4232,45.36,21.7728,61.929,23.3954,26.4,0,,,,
76.776,-58.8616,134.376,6.7188,16.52,7.5992,1.624,-4.466,,,,
61.568,4.6176,589.9,147.475,60.12,28.8576,23.76,2.079,,,,
6.192,0.4644,542.94,141.1644,49.536,17.3376,85.056,28.7064,,,,
114.2,52.532,77.55,21.714,118.25,34.2925,381.576,28.6182,,,,
60.672,12.8928,17.14,6.1704,368.97,81.1734,10.36,5.0764,,,,
7.968,2.8884,586.398,34.494,42.784,15.5092,12.176,-18.8728,,,,
1487.04,148.704,80.98,3.2392,563.43,-56.343,1497.666,140.9568,,,,
22.92,11.0016,6.368,2.1492,111.104,8.3328,17.52,-3.504,,,,
269.9,16.194,558.4,41.88,241.96,24.196,89.544,12.3123,,,,
11.808,-8.6592,59.904,14.2272,8.52,4.1748,35.168,-8.3524,,,,
9.588,-2.0774,23.696,6.5164,99.372,-1.4196,72.588,-48.392,,,,
57.75,16.17,7.968,2.8884,1.344,0.504,23.976,-14.3856,,,,
14.94,7.0218,18.2,2.0475,2003.52,-325.572,108.925,-71.8905,,,,
699.93,181.9818,27.552,-0.3444,82.368,-19.5624,36.352,11.36,,,,
254.9,76.47,844.116,-36.1764,1085.42,282.2092,720.76,54.057,,,,
22.96,6.6584,76.752,-9.594,3.912,1.0269,49.12,23.0864,,,,
29.24,13.7428,29.52,14.4648,62.376,7.0173,29.6,14.8,,,,
18.06,4.6956,302.94,48.4704,29.05,9.0055,514.165,-30.245,,,,
79.14,36.4044,142.36,38.4372,102.592,10.2592,279.96,17.4975,,,,
127.95,21.7515,546.66,136.665,22.704,5.9598,132.52,54.3332,,,,
40.56,12.9792,212.13,14.8491,93.024,33.7212,16.4,4.756,,,,
17.94,4.6644,201.584,20.1584,12.768,1.4364,40.032,15.012,,,,
242.94,4.8588,8.22,2.2194,35.008,13.128,1347.52,84.22,,,,
5.22,2.4012,45.36,21.7728,39.152,14.682,8.4,4.2,,,,
14.4,7.056,947.17,9.4717,823.96,51.4975,88.776,7.7679,,,,
52.064,18.8732,61.96,27.882,15.984,4.995,11.56,5.4332,,,,
9.184,1.148,212.64,99.9408,23.472,7.6284,15.58,3.895,,,,
3785.292,420.588,9.87,4.5402,86.058,-63.1092,14.7,4.116,,,,
1502.376,-250.396,53.25,20.7675,108.784,6.799,14.13,0.7065,,,,
340.116,-9.7176,19.92,9.5616,10.272,3.21,122.97,60.2553,,,,
357,57.12,8.26,3.8822,38.19,-26.733,280.792,35.099,,,,
20.46,5.3196,29.84,13.428,134.85,37.758,68.448,7.7004,,,,
239.976,53.9946,67.98,14.9556,659.9,217.767,88.04,6.603,,,,
14.19,5.5341,61.06,28.0876,1684.752,210.594,15.872,1.984,,,,
475.944,95.1888,35.544,-0.8886,559.92,190.3728,215.592,-48.5082,,,,
8.134,-13.8278,22.368,6.4308,279.944,48.9902,3.76,1.0904,,,,
46.688,-2.918,25.99,7.5371,359.976,35.9976,37.94,18.2112,,,,
638.82,172.4814,113.52,29.799,241.332,-14.196,18.288,6.6294,,,,
289.24,26.0316,359.88,22.4925,5.184,1.8792,385.8,130.2075,,,,
69.456,22.5732,13.12,1.148,145.544,16.3737,102.96,1.0296,,,,
13.128,3.7743,69.576,-143.7904,5.472,1.6416,174.42,41.8608,,,,
344.91,10.3473,4.224,0.4752,47.984,13.1956,61.44,16.5888,,,,
142.4,52.688,58.08,-6.534,1424.9,356.225,4.572,-3.81,,,,
44.84,5.605,52.416,15.0696,835.17,16.7034,91.2,41.952,,,,
464.292,-108.3348,54.92,10.984,17.34,8.4966,452.94,67.941,,,,
14.016,-31.536,364.95,-248.166,6.368,1.0348,19.04,9.3296,,,,
9.96,-6.723,85.056,28.7064,48.848,15.8756,13.128,4.2666,,,,
35.04,-7.008,27.696,9.6936,19.648,6.6312,64.14,16.6764,,,,
103.936,16.8896,24.96,11.232,255.108,-18.222,858.24,143.04,,,,
4.6,-8.05,43.13,18.1146,159.984,13.9986,17.088,1.068,,,,
